TURNING MOVEMENT COUNTS REPORT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Date:,8/30/2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North-South Streetname:,I-880 Frontage Rd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
East-West Streetname:,W Grand Ave,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Southwest-Northeast Streetname:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Southeast-Northwest Streetname:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
City:,Oakland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
County:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
State:,CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data Collection Firm:,"Quality Counts, LLC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Job Number:,10648807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Count Methodology:,videotaped and manually compiled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Weather:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Latitude:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Longitude:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
File Path:,\\PWAFILE2\Databases\Traffic_Counts\Data (formatted)\Turning Movement Counts\10648807 - I-880 Frontage Rd -- W Grand Ave.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Comments:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALL-VEHICLE VOLUMES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Time Period,SB Left,SB Thru,SB Right,SB U-Turn,SB RTOR,WB Left,WB Thru,WB Right,WB U-Turn,WB RTOR,NB Left,NB Thru,NB Right,NB U-Turn,NB RTOR,EB Left,EB Thru,EB Right,EB U-Turn,EB RTOR,,,,,,,,,,,,,,,,,,,,,Total,Hourly Totals
4:00 PM,7,7,1,0,0,14,30,12,0,0,3,16,18,0,0,6,14,6,0,0,,,,,,,,,,,,,,,,,,,,,134,
4:05 PM,12,3,1,0,0,8,38,17,0,0,5,7,16,0,0,10,13,3,0,0,,,,,,,,,,,,,,,,,,,,,133,
4:10 PM,8,5,2,0,0,11,49,16,0,0,9,13,16,0,0,4,14,9,0,0,,,,,,,,,,,,,,,,,,,,,156,
4:15 PM,11,4,0,0,0,14,38,18,0,0,3,12,12,0,0,11,25,5,0,0,,,,,,,,,,,,,,,,,,,,,153,
4:20 PM,7,2,1,0,0,6,38,12,0,0,1,9,11,0,0,9,21,12,0,0,,,,,,,,,,,,,,,,,,,,,129,
4:25 PM,7,3,0,0,0,14,34,12,0,0,12,9,21,0,0,8,18,7,0,0,,,,,,,,,,,,,,,,,,,,,145,
4:30 PM,9,6,1,0,0,10,37,20,0,0,8,7,21,0,0,8,25,7,0,0,,,,,,,,,,,,,,,,,,,,,159,
4:35 PM,5,3,4,0,0,6,44,11,0,0,5,16,16,0,0,14,24,5,0,0,,,,,,,,,,,,,,,,,,,,,153,
