TURNING MOVEMENT COUNTS REPORT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Date:,5/24/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North-South Streetname:,International Blvd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
East-West Streetname:,6th Ave,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Southwest-Northeast Streetname:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Southeast-Northwest Streetname:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
City:,Oakland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
County:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
State:,CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data Collection Firm:,"Quality Counts, LLC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Job Number:,10764723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Count Methodology:,videotaped and manually compiled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Weather:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Latitude:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Longitude:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
File Path:,\\PWAFILE2\Databases\Traffic_Counts\Data (formatted)\Turning Movement Counts\10764723 - International Blvd -- 6th Ave.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Comments:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALL-VEHICLE VOLUMES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Time Period,SB Left,SB Thru,SB Right,SB U-Turn,SB RTOR,WB Left,WB Thru,WB Right,WB U-Turn,WB RTOR,NB Left,NB Thru,NB Right,NB U-Turn,NB RTOR,EB Left,EB Thru,EB Right,EB U-Turn,EB RTOR,,,,,,,,,,,,,,,,,,,,,Total,Hourly Totals
7:00 AM,0,8,1,0,0,0,0,0,0,0,1,14,0,0,0,0,2,0,0,0,,,,,,,,,,,,,,,,,,,,,26,
7:05 AM,1,14,0,0,0,0,1,0,0,0,2,18,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,36,
7:10 AM,0,12,2,0,0,0,1,1,0,0,1,25,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,43,
7:15 AM,2,14,1,0,0,0,2,0,0,0,2,18,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,40,
7:20 AM,0,19,0,0,0,1,0,1,0,0,2,25,0,0,0,2,0,0,0,0,,,,,,,,,,,,,,,,,,,,,50,
7:25 AM,0,7,1,0,0,0,1,0,0,0,2,34,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,45,
7:30 AM,0,16,0,0,0,0,3,1,0,0,1,28,0,0,0,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,51,
7:35 AM,0,23,0,0,0,0,0,2,0,0,0,30,0,0,0,0,2,1,0,0,,,,,,,,,,,,,,,,,,,,,58,
7:40 AM,1,21,1,0,0,0,1,2,0,0,3,43,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,72,
7:45 AM,0,18,0,0,0,0,1,0,0,0,1,31,0,1,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,53,
7:50 AM,1,12,0,0,0,0,1,0,0,0,2,36,0,0,0,1,1,2,0,0,,,,,,,,,,,,,,,,,,,,,56,
7:55 AM,0,29,0,0,0,1,1,1,0,0,2,32,0,0,0,1,1,3,0,0,,,,,,,,,,,,,,,,,,,,,71,601
8:00 AM,0,22,2,0,0,1,3,2,0,0,1,41,3,0,0,2,1,1,0,0,,,,,,,,,,,,,,,,,,,,,79,654
