TURNING MOVEMENT COUNTS REPORT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Date:,4/8/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North-South Streetname:,High St,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
East-West Streetname:,San Leandro St,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Southwest-Northeast Streetname:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Southeast-Northwest Streetname:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
City:,Oakland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
County:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
State:,CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data Collection Firm:,"Quality Counts, LLC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Job Number:,12469601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Count Methodology:,videotaped and manually compiled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Weather:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Latitude:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Longitude:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
File Path:,\\PWAFILE2\Databases\Traffic_Counts\Data (formatted)\Turning Movement Counts\High St Signal Timing\AM\12469601 - High St -- San Leandro St.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Comments:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALL-VEHICLE VOLUMES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Time Period,SB Left,SB Thru,SB Right,SB U-Turn,SB RTOR,WB Left,WB Thru,WB Right,WB U-Turn,WB RTOR,NB Left,NB Thru,NB Right,NB U-Turn,NB RTOR,EB Left,EB Thru,EB Right,EB U-Turn,EB RTOR,,,,,,,,,,,,,,,,,,,,,Total,Hourly Totals
7:00 AM,5,99,9,0,0,23,49,5,0,0,18,46,10,0,0,7,35,24,0,0,,,,,,,,,,,,,,,,,,,,,330,
7:15 AM,7,108,17,0,0,27,83,8,0,0,14,57,9,0,0,7,52,29,0,0,,,,,,,,,,,,,,,,,,,,,418,
7:30 AM,12,132,7,0,0,36,126,12,0,0,22,64,17,0,0,4,54,27,0,0,,,,,,,,,,,,,,,,,,,,,513,
7:45 AM,14,144,22,0,0,22,167,18,0,0,25,64,18,0,0,7,94,34,0,0,,,,,,,,,,,,,,,,,,,,,629,1890
8:00 AM,14,102,28,0,0,27,231,13,0,0,31,82,22,0,0,3,91,37,0,0,,,,,,,,,,,,,,,,,,,,,681,2241
8:15 AM,14,117,35,0,0,29,197,11,0,0,27,87,21,0,0,2,95,26,0,0,,,,,,,,,,,,,,,,,,,,,661,2484
8:30 AM,21,110,23,0,0,22,173,11,0,0,33,111,15,0,0,8,100,31,0,0,,,,,,,,,,,,,,,,,,,,,658,2629
8:45 AM,12,113,15,0,0,31,181,10,0,0,37,89,25,0,0,9,109,37,0,0,,,,,,,,,,,,,,,,,,,,,668,2668
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HEAVY-VEHICLE VOLUMES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Time Period,SB Left,SB Thru,SB Right,WB Left,WB Thru,WB Right,NB Left,NB Thru,NB Right,EB Left,EB Thru,EB Right,,,,,,,,,,,,,Total,,,,,,,,,,,,,,,,,
7:00 AM,0,3,0,1,10,4,3,3,0,0,1,1,,,,,,,,,,,,,26,,,,,,,,,,,,,,,,,
7:15 AM,0,4,1,3,9,2,2,3,1,0,7,3,,,,,,,,,,,,,35,,,,,,,,,,,,,,,,,
7:30 AM,0,7,0,1,7,0,3,4,0,1,3,1,,,,,,,,,,,,,27,,,,,,,,,,,,,,,,,
7:45 AM,1,0,0,0,7,1,0,4,0,0,1,0,,,,,,,,,,,,,14,,,,,,,,,,,,,,,,,
8:00 AM,3,4,0,2,6,0,1,8,1,0,7,0,,,,,,,,,,,,,32,,,,,,,,,,,,,,,,,
8:15 AM,3,7,2,3,6,0,2,5,0,0,5,0,,,,,,,,,,,,,33,,,,,,,,,,,,,,,,,
8:30 AM,5,4,0,0,5,1,2,9,2,1,4,2,,,,,,,,,,,,,35,,,,,,,,,,,,,,,,,
8:45 AM,3,3,0,1,7,1,2,7,0,1,4,1,,,,,,,,,,,,,30,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PEDESTRIAN VOLUMES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Time Period,North,East,South,West,,,,,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7:00 AM,2,13,3,0,,,,,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7:15 AM,0,7,0,3,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7:30 AM,1,6,3,3,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7:45 AM,2,6,3,1,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8:00 AM,1,8,2,2,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8:15 AM,1,8,4,6,,,,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8:30 AM,1,8,5,4,,,,,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8:45 AM,2,3,3,7,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BICYCLE VOLUMES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Time Period,SB Left,SB Thru,SB Right,WB Left,WB Thru,WB Right,NB Left,NB Thru,NB Right,EB Left,EB Thru,EB Right,,,,,,,,,,,,,Total,,,,,,,,,,,,,,,,,
7:00 AM,0,1,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,
7:15 AM,0,0,0,0,2,0,0,0,0,0,0,0,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,
7:30 AM,0,0,0,0,1,0,0,0,0,0,0,0,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
7:45 AM,0,0,0,0,1,1,0,0,0,0,2,0,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,
8:00 AM,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,
8:15 AM,0,0,0,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
8:30 AM,0,0,0,0,1,0,0,1,0,0,1,0,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,
8:45 AM,0,0,0,0,1,0,0,0,0,0,0,0,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
