TURNING MOVEMENT COUNTS REPORT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Date:,5/24/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North-South Streetname:,E 14th St,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
East-West Streetname:,Bristol Blvd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Southwest-Northeast Streetname:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Southeast-Northwest Streetname:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
City:,Oakland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
County:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
State:,CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data Collection Firm:,"Quality Counts, LLC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Job Number:,10764773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Count Methodology:,videotaped and manually compiled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Weather:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Latitude:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Longitude:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
File Path:,\\PWAFILE2\Databases\Traffic_Counts\Data (formatted)\Turning Movement Counts\10764773 - E 14th St -- Bristol Blvd.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Comments:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALL-VEHICLE VOLUMES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Time Period,SB Left,SB Thru,SB Right,SB U-Turn,SB RTOR,WB Left,WB Thru,WB Right,WB U-Turn,WB RTOR,NB Left,NB Thru,NB Right,NB U-Turn,NB RTOR,EB Left,EB Thru,EB Right,EB U-Turn,EB RTOR,,,,,,,,,,,,,,,,,,,,,Total,Hourly Totals
7:00 AM,0,17,2,0,0,1,0,0,0,0,0,12,0,0,0,2,0,0,0,0,,,,,,,,,,,,,,,,,,,,,34,
7:05 AM,1,16,2,0,0,0,0,2,0,0,0,8,0,0,0,0,1,1,0,0,,,,,,,,,,,,,,,,,,,,,31,
7:10 AM,0,25,1,0,0,1,0,1,0,0,0,14,0,0,0,3,1,0,0,0,,,,,,,,,,,,,,,,,,,,,46,
7:15 AM,1,20,0,0,0,2,0,1,0,0,2,20,0,0,0,2,0,2,0,0,,,,,,,,,,,,,,,,,,,,,50,
7:20 AM,3,20,0,0,0,1,1,1,0,0,1,23,0,0,0,2,0,0,0,0,,,,,,,,,,,,,,,,,,,,,52,
7:25 AM,3,25,1,0,0,1,0,1,0,0,1,27,2,1,0,2,0,1,0,0,,,,,,,,,,,,,,,,,,,,,65,
7:30 AM,1,22,1,0,0,1,0,1,0,0,0,14,0,0,0,0,0,2,0,0,,,,,,,,,,,,,,,,,,,,,42,
7:35 AM,0,28,1,0,0,3,0,1,0,0,1,29,0,0,0,1,0,2,0,0,,,,,,,,,,,,,,,,,,,,,66,
7:40 AM,2,36,1,0,0,1,0,2,0,0,0,35,0,0,0,1,0,2,0,0,,,,,,,,,,,,,,,,,,,,,80,
7:45 AM,2,32,0,0,0,2,0,3,0,0,0,24,0,0,0,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,65,
7:50 AM,3,36,0,0,0,1,0,2,0,0,0,23,0,0,0,1,0,4,0,0,,,,,,,,,,,,,,,,,,,,,70,
7:55 AM,0,31,1,0,0,2,0,1,0,0,0,28,1,0,0,2,1,3,0,0,,,,,,,,,,,,,,,,,,,,,70,671
8:00 AM,3,32,2,0,0,0,1,3,0,0,1,32,0,0,0,0,0,6,0,0,,,,,,,,,,,,,,,,,,,,,80,717
