,"Northbound: E.12th Street",,,,,,,"Southbound: E.12th Street",,,,,
Time,"Right Turn","Left Turn",Through,"Bikes on Sidewalk","Bikes on Buses",Peds,,"Right Turn","Left Turn",Through,"Bikes on Sidewalk","Bikes on Buses",Peds
11:30-12:00,,,,,,,,,,1,,,
12:00-12:30,,,,2,,,,,2,,1,,
"11:30-12:30pm Total:",,,,2,,,,,2,1,1,,
12:30-1:00,,,,,,,,,,2,1,,
1:00-1:30,,,,1,,,,,,,,,
"12:30-1:30pm Total:",,,,1,,,,,,2,1,,
"11:30-1:30 pm Total:",,,,3,,,,,2,3,2,,
"Total # of Bikes NB: ",,3,,,,,,"Total # of Bikes SB: ",,,7,,
,,,,,,,,,,,,,
,"Eastbound: 25th Avenue",,,,,,,"Westbound: 25th Avenue",,,,,
Time,"Right Turn","Left Turn",Through,"Bikes on Sidewalk","Bikes on Buses",Peds,,"Right Turn","Left Turn",Through,"Bikes on Sidewalk","Bikes on Buses",Peds
11:30-12:00,1,,,,,,,,,,,,
12:00-12:30,,,,,,,,,,,,,
"11:30-12:30pm Total:",1,,,,,,,,,,,,
12:30-1:00,,1,,,,,,,,,,,
1:00-1:30,,,,,,,,,,,,,
"12:30-1:30pm Total:",,1,,,,,,,,,,,
"11:30-1:30 pm Total:",1,1,,,,,,,,,,,
"Total # of Bikes EB: ",,2,,,,,,"Total # of Bikes WB: ",,,,,
,,,,,,,,,,,,,
,,,"Total # of Bikes Counted (11:30-1:30pm): ",,,,,,12,,,,
,,,,,,,,,,,,,
"Field Observations:",,,,,,,,,,,,,
