,"Market Northbound",,,,,,,"Market Southbound",,,,,
Time,"Right Turn","Left Turn",Through,"Bikes on Sidewalk","Bikes on Buses",Peds,,"Right Turn","Left Turn",Through,"Bikes on Sidewalk","Bikes on Buses",Peds
4:00-4:30,,,,,,7,,,,2,,,6
4:30-5:00,,,,,,2,," ",,2," ",,7
"4-5pm Totals:",,,,,,9,,,,4,,,13
5:00-5:30,,5,5," ",,8,,,,1,2,,1
5:30-6:00,,," "," ",,,," ",," ",,,
"5-6 pm Totals",,5,5,,,8,,,,1,2,,1
"4-6 pm Totals",,5,5,,,17,,,,5,2,,14
"Total # of Bikes NB: ",,10,,,,,,"Total # of Bikes SB: ",,,7,,
,,,,,,,,,,,,,
,"San Pablo Eastbound",,,,,,,"San Pablo Westbound",,,,,
Time,"Right Turn","Left Turn",Through,"Bikes on Sidewalk","Bikes on Buses",Peds,,"Right Turn","Left Turn",Through,"Bikes on Sidewalk","Bikes on Buses",Peds
4:00-4:30,,,6,1,,4,,,1,5,,,5
4:30-5:00,,,5,4,,7,,,1,7,4,,9
"4-5pm Totals:",,,11,5,,11,,,2,12,4,,14
5:00-5:30,2,,5,2,,11,,1,1,8,2,,6
5:30-6:00,,,7,5,,15,," ",,8,2,1,9
"5-6 pm Totals",2,,12,7,,26,,1,1,16,4,1,15
"4-6 pm Totals",2,,23,12,,37,,1,3,28,8,1,29
"Total # of Bikes EB: ",,37,,,,,,"Total # of Bikes WB: ",,,41,,
,,,,,,,,,,,,,
,,,,"Total # of Bikes Counted (4-6 pm): ",,,,,95,,,,
,,,,,,,,,,,,,
"Field Observations:",,,,,,,,,,,,,
