,"Bancroft Northbound",,,,,,,"Bancroft Southbound",,,,,
Time,"Right Turn","Left Turn",Through,"Bikes on Sidewalk","Bikes on Buses",Peds,,"Right Turn","Left Turn",Through,"Bikes on Sidewalk","Bikes on Buses",Peds
4:00-4:30,,,,,1,5,,,,,,,3
4:30-5:00,,1,,,,8,,,,,,,3
"4-5pm Totals:",,1,,,1,13,,,,,,,6
5:00-5:30,,,,,,6,,,,,,,1
5:30-6:00,,,,,,2,,,,,,,
"5-6 pm Totals",,,,,,8,,,,,,,1
"4-6 pm Totals",,1,,,1,21,,,,,,,7
"Total # of Bikes NB: ",,2,,,,,,"Total # of Bikes SB: ",,,,,
,,,,,,,,,,,,,
,"73rd Ave. Eastbound",,,,,,,"73rd Ave. Westbound",,,,,
Time,"Right Turn","Left Turn",Through,"Bikes on Sidewalk","Bikes on Buses",Peds,,"Right Turn","Left Turn",Through,"Bikes on Sidewalk","Bikes on Buses",Peds
4:00-4:30,1,,,,,12,,,,,,1,16
4:30-5:00,,,,,,12,,,,2,,,18
"4-5pm Totals:",1,,,,,24,,,,2,,1,34
5:00-5:30,1,2,,,,6,,,,1,,,11
5:30-6:00,,1,,,,8,,,,,,,6
"5-6 pm Totals",1,3,,,,14,,,,1,,,17
"4-6 pm Totals",2,3,,,,38,,,,3,,1,51
"Total # of Bikes EB: ",,5,,,,,,"Total # of Bikes WB: ",,,4,,
,,,,,,,,,,,,,
,,,,"Total # of Bikes Counted (4-6 pm): ",,,,,11,,,,
,,,,,,,,,,,,,
"Field Observations:",,,,"Total # of Bikes On-Street (4-6): ",,,,,9,,,,
