,,,,,,,,"Turning Movement Report",,,,,,,,,,,,,
,,,,"Metro Traffic Data Inc.",,,,,,,,,,,,,,,,,
,,,,"310 N. Irwin Street - Suite 20",,,,,,,,,,,,,,,,,
,,,,"Hanford, CA 93230",,,,,,,,,,,"Prepared For:",,,,,,"Debbie Yueh"
,,,,,,,,,,,,,,,,,,,,,"Kittelson Associates, Inc."
,,,,"800-975-6938  Phone/Fax",,,,,,,,,,,,,,,,,"180 Grand Avenue, Suite 250"
,,,,www.metrotrafficdata.com,,,,,,,,,,,,,,,,,"Oakland, CA 94612"
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,LOCATION,"40th Street @ West Street",,,,,,,,,LATITUDE," 37.830143°",,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,COUNTY,Alameda,,,,,,,,,LONGITUDE,-122.271024°,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,"COLLECTION DATE",2012/09/11,,,,,,,,,WEATHER,"Sunny and Clear",,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,"Northbound Vehicles",,,"N-Leg Peds",,"Southbound Vehicles",,,"S-Leg Peds",,"Eastbound Vehicles",,,"E-Leg Peds",,"Westbound Vehicles",,,"W-Leg Peds",
,Time,Left,Thru,Right,,,Left,Thru,Right,,,Left,Thru,Right,,,Left,Thru,Right,,
,"4:00 PM - 4:15 PM",20,35,10,7,,5,16,10,14,,4,133,29,4,,8,92,5,1,
,"4:15 PM - 4:30 PM",13,24,5,5,,8,10,8,4,,5,130,19,3,,8,116,2,1,
,"4:30 PM - 4:45 PM",20,25,8,3,,2,18,10,16,,6,145,18,2,,5,107,2,0,
,"4:45 PM - 5:00 PM",15,32,13,7,,4,18,8,16,,4,157,28,1,,7,117,9,3,
,"5:00 PM - 5:15 PM",18,38,11,5,,6,14,12,12,,3,170,22,1,,12,131,3,3,
,"5:15 PM - 5:30 PM",13,49,16,3,,7,22,8,13,,4,170,12,6,,9,112,8,3,
,"5:30 PM - 5:45 PM",21,41,14,9,,4,14,5,14,,7,163,14,0,,5,122,4,2,
,"5:45 PM - 6:00 PM",17,33,14,6,,5,18,10,11,,2,149,9,0,,13,110,6,2,
,TOTAL,137,277,91,45,,41,130,71,100,,35,1217,151,17,,67,907,39,15,
,,,,,,,,,,,,,,,,,,,,,
,,"Northbound Bicyclists",,,,,"Southbound Bicyclists",,,,,"Eastbound Bicyclists",,,,,"Westbound Bicyclists",,,,
,Time,Left,Thru,Right,SW,Bus,Left,Thru,Right,SW,Bus,Left,Thru,Right,SW,Bus,Left,Thru,Right,SW,Bus
,"4:00 PM - 4:15 PM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
,"4:15 PM - 4:30 PM",0,2,1,0,0,0,1,0,0,0,0,2,0,0,0,0,5,1,0,0
,"4:30 PM - 4:45 PM",1,2,2,0,0,2,1,0,0,0,0,3,3,0,0,1,6,0,0,0
,"4:45 PM - 5:00 PM",0,5,2,0,0,0,3,0,0,0,0,1,0,0,1,0,6,2,0,0
,"5:00 PM - 5:15 PM",0,3,0,0,0,1,4,0,0,0,0,5,0,0,0,1,4,1,1,0
,"5:15 PM - 5:30 PM",2,3,3,0,0,1,6,0,0,0,0,1,0,0,0,0,5,0,0,0
,"5:30 PM - 5:45 PM",0,8,1,0,0,1,4,0,0,0,0,1,0,0,0,2,7,1,0,0
,"5:45 PM - 6:00 PM",1,3,2,1,0,0,2,0,0,0,0,1,0,0,0,0,6,1,0,1
,TOTAL,4,26,11,1,0,5,21,0,0,0,0,14,3,0,1,4,40,6,2,2
,,,,,,,,,,,,,,,,,,,,,
,,"Northbound Vehicles",,,"N-Leg Peds",,"Southbound Vehicles",,,"S-Leg Peds",,"Eastbound Vehicles",,,"E-Leg Peds",,"Westbound Vehicles",,,"W-Leg Peds",
,"PEAK HOUR",Left,Thru,Right,,,Left,Thru,Right,,,Left,Thru,Right,,,Left,Thru,Right,,
,"4:45 PM - 5:45 PM",69,161,55,23,,22,68,35,50,,16,652,57,7,,39,475,21,10,
,,"Northbound Bicyclists",,,,,"Southbound Bicyclists",,,,,"Eastbound Bicyclists",,,,,"Westbound Bicyclists",,,,
,"PEAK HOUR",Left,Thru,Right,SW,Bus,Left,Thru,Right,SW,Bus,Left,Thru,Right,SW,Bus,Left,Thru,Right,SW,Bus
,"4:45 PM - 5:45 PM",3,17,6,1,0,3,16,0,0,0,0,8,0,0,0,3,22,3,1,1
,,,,,,,,,,,,,,,,,,,,,
,,PHF,,,,,,"West Street",,,,,,,,,,,,,
,AM,0.96363636363636,,,,,,Veh,35,68,22,,,,,,,,,,
,,,,,,,,Bikes,0,16,3,,,,,,,,,,
,,,,,,,,,,,,,Bikes,Veh,,,,,,,
,,,,,,16,0,,,,,,3,21,,,,,,,
,,"40th Street",,,,652,8,,,,,,22,475,"40th Street",,,,,,
,,,,,,57,0,,,,,,3,39,,,,,,,
,,,,,,Veh,Bikes,,,,,,,,,,,,,,
,,,,,,,,,3,17,6,Bikes,,,,,,,,,
,,,,,,,,,69,161,55,Veh,,,,,,,,,
,,,,,,,,"West Street",,,,,,,,,,,,,
