,"Northbound: Telegraph Avenue",,,,,,,"Southbound: Telegraph Avenue",,,,,
Time,"Right Turn","Left Turn",Through,"Bikes on Sidewalk","Bikes on Buses",Peds,,"Right Turn","Left Turn",Through,"Bikes on Sidewalk","Bikes on Buses",Peds
11:30-12:00,,,4,1,,,,,,5,1,,
12:00-12:30,,,8,,,,,,,6,,,
"11:30-12:30pm Total:",,,12,1,,,,,,11,1,,
12:30-1:00,,,4,1,,,,,,9,,,
1:00-1:30,,1,6,,1,,,,,3,1,,
"12:30-1:30pm Total:",,1,10,1,1,,,,,12,1,,
"11:30-1:30 pm Total:",,1,22,2,1,,,,,23,2,,
"Total # of Bikes NB: ",,26,,,,,,"Total # of Bikes SB: ",,,25,,
,,,,,,,,,,,,,
,"Eastbound: 57th Street ",,,,,,,"Westbound: 57th Street ",,,,,
Time,"Right Turn","Left Turn",Through,"Bikes on Sidewalk","Bikes on Buses",Peds,,"Right Turn","Left Turn",Through,"Bikes on Sidewalk","Bikes on Buses",Peds
11:30-12:00,,,,,,,,,,,,,
12:00-12:30,,,,,,,,,3,,,,
"11:30-12:30pm Total:",,,,,,,,,3,,,,
12:30-1:00,1,,1,,,,,,,1,,,
1:00-1:30,,,,,,,,,,,,,
"12:30-1:30pm Total:",1,,1,,,,,,,1,,,
"11:30-1:30 pm Total:",1,,1,,,,,,3,1,,,
"Total # of Bikes EB: ",,2,,,,,,"Total # of Bikes WB: ",,,4,,
,,,,,,,,,,,,,
,,,"Total # of Bikes Counted (11:30-1:30pm): ",,,,,,57,,,,
,,,,,,,,,,,,,
"Field Observations:",,,,,,,,,,,,,
