,"Northbound: High Street",,,,,,,"Southbound: High Street",,,,,
Time,"Right Turn","Left Turn",Through,"Bikes on Sidewalk","Bikes on Buses",Peds,,"Right Turn","Left Turn",Through,"Bikes on Sidewalk","Bikes on Buses",Peds
11:30-12:00,,,,,,,,,,,,,
12:00-12:30,,,,1,,,,,,1,2,,
"11:30-12:30pm Total:",,,,1,,,,,,1,2,,
12:30-1:00,,,,,,,,,,,,,
1:00-1:30,,,,1,,,,,,,1,,
"12:30-1:30pm Total:",,,,1,,,,,,,1,,
"11:30-1:30 pm Total:",,,,2,,,,,,1,3,,
"Total # of Bikes NB: ",,2,,,,,,"Total # of Bikes SB: ",,,4,,
,,,,,,,,,,,,,
,"Eastbound: Allendale Avenue",,,,,,,"Westbound: Allendale Avenue",,,,,
Time,"Right Turn","Left Turn",Through,"Bikes on Sidewalk","Bikes on Buses",Peds,,"Right Turn","Left Turn",Through,"Bikes on Sidewalk","Bikes on Buses",Peds
11:30-12:00,,,,,,,,,,,,,
12:00-12:30,,,,,,,,,,,,,
"11:30-12:30pm Total:",,,,,,,,,,,,,
12:30-1:00,,,,,,,,,,,,,
1:00-1:30,,,,,,,,,,,,,
"12:30-1:30pm Total:",,,,,,,,,,,,,
"11:30-1:30 pm Total:",,,,,,,,,,,,,
"Total # of Bikes EB: ",,,,,,,,"Total # of Bikes WB: ",,,,,
,,,,,,,,,,,,,
,,,"Total # of Bikes Counted (11:30-1:30pm): ",,,,,,6,,,,
,,,,,,,,,,,,,
"Field Observations:",,,,,,,,,,,,,
