,,,,,,,,"Turning Movement Report",,,,,,,,,,,,,
,,,,"Metro Traffic Data Inc.",,,,,,,,,,,,,,,,,
,,,,"310 N. Irwin Street - Suite 20",,,,,,,,,,,,,,,,,
,,,,"Hanford, CA 93230",,,,,,,,,,,"Prepared For:",,,,,,"Debbie Yueh"
,,,,,,,,,,,,,,,,,,,,,"Kittelson Associates, Inc."
,,,,"800-975-6938  Phone/Fax",,,,,,,,,,,,,,,,,"180 Grand Avenue, Suite 250"
,,,,www.metrotrafficdata.com,,,,,,,,,,,,,,,,,"Oakland, CA 94612"
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,LOCATION,"Bancroft Avenue @ 73rd Avenue",,,,,,,,,LATITUDE," 37.765813°",,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,COUNTY,Alameda,,,,,,,,,LONGITUDE,-122.177070°,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,"COLLECTION DATE",2012/09/13,,,,,,,,,WEATHER,"Sunny and Clear",,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,"Northbound Vehicles",,,"N-Leg Peds",,"Southbound Vehicles",,,"S-Leg Peds",,"Eastbound Vehicles",,,"E-Leg Peds",,"Westbound Vehicles",,,"W-Leg Peds",
,Time,Left,Thru,Right,,,Left,Thru,Right,,,Left,Thru,Right,,,Left,Thru,Right,,
,"4:00 PM - 4:15 PM",55,79,27,1,,24,127,14,2,,18,90,39,4,,38,99,20,2,
,"4:15 PM - 4:30 PM",48,170,39,9,,34,119,8,2,,14,90,48,0,,23,96,24,7,
,"4:30 PM - 4:45 PM",62,132,37,4,,25,140,6,7,,12,108,48,2,,25,86,24,4,
,"4:45 PM - 5:00 PM",69,160,59,6,,35,146,18,3,,12,110,40,0,,19,98,35,0,
,"5:00 PM - 5:15 PM",62,202,52,8,,34,132,12,1,,15,116,46,0,,34,104,27,2,
,"5:15 PM - 5:30 PM",49,146,47,5,,25,130,20,6,,7,108,44,0,,24,66,37,0,
,"5:30 PM - 5:45 PM",53,140,52,1,,34,129,15,3,,6,104,69,2,,38,91,20,22,
,"5:45 PM - 6:00 PM",47,137,39,1,,33,113,8,1,,13,100,37,0,,40,79,13,20,
,TOTAL,445,1166,352,35,,244,1036,101,25,,97,826,371,8,,241,719,200,57,
,,,,,,,,,,,,,,,,,,,,,
,,"Northbound Bicyclists",,,,,"Southbound Bicyclists",,,,,"Eastbound Bicyclists",,,,,"Westbound Bicyclists",,,,
,Time,Left,Thru,Right,SW,Bus,Left,Thru,Right,SW,Bus,Left,Thru,Right,SW,Bus,Left,Thru,Right,SW,Bus
,"4:00 PM - 4:15 PM",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,"4:15 PM - 4:30 PM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,"4:30 PM - 4:45 PM",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,"4:45 PM - 5:00 PM",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,"5:00 PM - 5:15 PM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,"5:15 PM - 5:30 PM",0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
,"5:30 PM - 5:45 PM",1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
,"5:45 PM - 6:00 PM",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,TOTAL,4,1,0,0,0,1,2,0,1,0,0,2,0,0,0,1,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,
,,"Northbound Vehicles",,,"N-Leg Peds",,"Southbound Vehicles",,,"S-Leg Peds",,"Eastbound Vehicles",,,"E-Leg Peds",,"Westbound Vehicles",,,"W-Leg Peds",
,"PEAK HOUR",Left,Thru,Right,,,Left,Thru,Right,,,Left,Thru,Right,,,Left,Thru,Right,,
,"4:45 PM - 5:45 PM",211,625,190,15,,126,504,55,11,,41,428,196,2,,136,340,97,44,
,,"Northbound Bicyclists",,,,,"Southbound Bicyclists",,,,,"Eastbound Bicyclists",,,,,"Westbound Bicyclists",,,,
,"PEAK HOUR",Left,Thru,Right,SW,Bus,Left,Thru,Right,SW,Bus,Left,Thru,Right,SW,Bus,Left,Thru,Right,SW,Bus
,"4:45 PM - 5:45 PM",1,1,0,0,0,1,2,0,1,0,0,2,0,0,0,1,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,
,,PHF,,,,,,"73rd Avenue",,,,,,,,,,,,,
,AM,0.92434210526316,,,,,,Veh,55,504,126,,,,,,,,,,
,,,,,,,,Bikes,0,2,1,,,,,,,,,,
,,,,,,,,,,,,,Bikes,Veh,,,,,,,
,,,,,,41,0,,,,,,0,97,,,,,,,
,,"Bancroft Avenue",,,,428,2,,,,,,0,340,"Bancroft Avenue",,,,,,
,,,,,,196,0,,,,,,1,136,,,,,,,
,,,,,,Veh,Bikes,,,,,,,,,,,,,,
,,,,,,,,,1,1,0,Bikes,,,,,,,,,
,,,,,,,,,211,625,190,Veh,,,,,,,,,
,,,,,,,,"73rd Avenue",,,,,,,,,,,,,
