"PREPARED BY NATIONAL DATA & SURVEYING SERVICES",,,,,,,,,,,,,,,,,,,,
,,,,"Pedestrian Count",,,,,,,,,,,,,,,Start:,End:
PROJECT#:,,10-7381-022,,,,,,,,,,,,,,,,AM,07:00:00,09:00:00
"N/S Street:",,"Oak St",,,,,,,,,,,,,,,,NOON,NONE,NONE
"E/W Street:",,"8th St",,,,,,,,,,,,,,,,PM,16:00:00,19:00:00
DATE:,,2010/10/07,,,,,,,DAY:,2010/10/07,,,,,,,,,,
CITY:,,Oakland,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,159,0,205,,,,,,,,,
,,,,,,,,,AM,NOON,PM,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,"N O R T H   L E G",,,,,,,,,,,,,,,
,,,,"W E S T   L E G",,,,,,,,,,,,"E A S T   L E G",,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
PM,547,,,,,,,,,,,,,,,,,,170,AM
NOON,0,,,,,,,,,,,,,,,,,,0,NOON
AM,421,,,,,,,,,,,,,,,,,,195,PM
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,"S O U T H   L E G",,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,97,0,175,,,,,,,,,
,,,,,,,,,AM,NOON,PM,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,"Graphic image courtesy of FHWA",
