,"Northbound: High Street",,,,,,,"Southbound: High Street",,,,,
Time,"Right Turn","Left Turn",Through,"Bikes on Sidewalk","Bikes on Buses",Peds,,"Right Turn","Left Turn",Through,"Bikes on Sidewalk","Bikes on Buses",Peds
11:30-12:00,,,,2,,,,,,,1,,
12:00-12:30,,,,,,,,,,,,,
"11:30-12:30pm Total:",,,,2,,,,,,,1,,
12:30-1:00,,,,,,,,,,,,,
1:00-1:30,,,,,,,,,,,,,
"12:30-1:30pm Total:",,,,,,,,,,,,,
"11:30-1:30 pm Total:",,,,2,,,,,,,1,,
"Total # of Bikes NB: ",,2,,,,,,"Total # of Bikes SB: ",,,1,,
,,,,,,,,,,,,,
,"Eastbound: Carrington Street",,,,,,,"Westbound: Carrington Street",,,,,
Time,"Right Turn","Left Turn",Through,"Bikes on Sidewalk","Bikes on Buses",Peds,,"Right Turn","Left Turn",Through,"Bikes on Sidewalk","Bikes on Buses",Peds
11:30-12:00,,,,1,,,,,,,3,,
12:00-12:30,,,,,,,,,,,,,
"11:30-12:30pm Total:",,,,1,,,,,,,3,,
12:30-1:00,,,,,,,,,,,,,
1:00-1:30,,,,,,,,,,,,,
"12:30-1:30pm Total:",,,,,,,,,,,,,
"11:30-1:30 pm Total:",,,,1,,,,,,,3,,
"Total # of Bikes EB: ",,1,,,,,,"Total # of Bikes WB: ",,,3,,
,,,,,,,,,,,,,
,,,"Total # of Bikes Counted (11:30-1:30pm): ",,,,,,7,,,,
,,,,,,,,,,,,,
"Field Observations:",,,,,,,,,,,,,
