,"Northbound: Adeline Street",,,,,,,"Southbound: Adeline Street",,,,,
Time,"Right Turn","Left Turn",Through,"Bikes on Sidewalk","Bikes on Buses",Peds,,"Right Turn","Left Turn",Through,"Bikes on Sidewalk","Bikes on Buses",Peds
11:30-12:00,,,,2,,,,,,,1,,
12:00-12:30,,,,2,,,,,,,3,,
"11:30-12:30pm Total:",,,,4,,,,,,,4,,
12:30-1:00,,,,,,,,,,,,,
1:00-1:30,,,,,,,,,,,,,
"12:30-1:30pm Total:",,,,,,,,,,,,,
"11:30-1:30 pm Total:",,,,4,,,,,,,4,,
"Total # of Bikes NB: ",,4,,,,,,"Total # of Bikes SB: ",,,4,,
,,,,,,,,,,,,,
,"Eastbound: 34th Street",,,,,,,"Westbound:34th Street ",,,,,
Time,"Right Turn","Left Turn",Through,"Bikes on Sidewalk","Bikes on Buses",Peds,,"Right Turn","Left Turn",Through,"Bikes on Sidewalk","Bikes on Buses",Peds
11:30-12:00,,,,1,,,,,,,2,,
12:00-12:30,,,,1,,,,,,,1,,
"11:30-12:30pm Total:",,,,2,,,,,,,3,,
12:30-1:00,,,,,,,,,,,,,
1:00-1:30,,,,,,,,,,,,,
"12:30-1:30pm Total:",,,,,,,,,,,,,
"11:30-1:30 pm Total:",,,,2,,,,,,,3,,
"Total # of Bikes EB: ",,2,,,,,,"Total # of Bikes WB: ",,,3,,
,,,,,,,,,,,,,
,,,"Total # of Bikes Counted (11:30-1:30pm): ",,,,,,13,,,,
,,,,,,,,,,,,,
"Field Observations:",,,,,,,,,,,,,
