,,,,,,,,"Turning Movement Report",,,,,,,,,,,,,
,,,,"Metro Traffic Data Inc.",,,,,,,,,,,,,,,,,
,,,,"310 N. Irwin Street - Suite 20",,,,,,,,,,,,,,,,,
,,,,"Hanford, CA 93230",,,,,,,,,,,"Prepared For:",,,,,,"Debbie Yueh"
,,,,,,,,,,,,,,,,,,,,,"Kittelson Associates, Inc."
,,,,"800-975-6938  Phone/Fax",,,,,,,,,,,,,,,,,"180 Grand Avenue, Suite 250"
,,,,www.metrotrafficdata.com,,,,,,,,,,,,,,,,,"Oakland, CA 94612"
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,LOCATION,"20th Street @ Franklin Street",,,,,,,,,LATITUDE," 37.808589°",,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,COUNTY,Alameda,,,,,,,,,LONGITUDE,-122.267009°,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,"COLLECTION DATE",2012/09/19,,,,,,,,,WEATHER,"Sunny and Clear",,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,"Northbound Vehicles",,,"N-Leg Peds",,"Southbound Vehicles",,,"S-Leg Peds",,"Eastbound Vehicles",,,"E-Leg Peds",,"Westbound Vehicles",,,"W-Leg Peds",
,Time,Left,Thru,Right,CW,Jay,Left,Thru,Right,CW,Jay,Left,Thru,Right,CW,Jay,Left,Thru,Right,CW,Jay
,"4:00 PM - 4:15 PM",6,52,23,130,4,0,0,0,30,1,7,43,1,11,0,0,35,1,4,0
,"4:15 PM - 4:30 PM",4,41,27,117,8,0,0,0,14,1,4,56,0,12,0,0,33,5,10,0
,"4:30 PM - 4:45 PM",6,35,36,181,1,0,0,0,15,0,4,39,0,15,0,0,36,22,16,4
,"4:45 PM - 5:00 PM",4,47,47,200,3,0,0,0,35,0,6,49,0,23,0,0,50,10,40,0
,"5:00 PM - 5:15 PM",10,52,57,314,0,0,0,0,62,3,5,59,0,37,2,0,59,20,78,3
,"5:15 PM - 5:30 PM",11,66,58,227,9,0,0,0,39,0,7,57,0,10,0,0,72,29,56,0
,"5:30 PM - 5:45 PM",8,58,49,231,11,0,0,0,54,2,4,53,0,29,1,0,71,18,32,1
,"5:45 PM - 6:00 PM",13,66,51,177,7,0,0,0,31,0,8,47,0,29,0,0,45,14,30,0
,TOTAL,62,417,348,1577,43,0,0,0,280,7,45,403,1,166,3,0,401,119,266,8
,,,,,,,,,,,,,,,,,,,,,
,,"Northbound Bicycles",,,,,"Southbound Bicycles",,,,,"Eastbound Bicycles",,,,,"Westbound Bicycles",,,,
,Time,Left,Thru,Right,SW,Bus,Left,Thru,Right,SW,Bus,Left,Thru,Right,SW,Bus,Left,Thru,Right,SW,Bus
,"4:00 PM - 4:15 PM",4,0,0,0,0,0,0,0,0,0,8,3,0,0,0,0,0,0,0,0
,"4:15 PM - 4:30 PM",8,3,1,0,0,0,0,0,0,0,3,1,0,0,0,0,4,0,0,0
,"4:30 PM - 4:45 PM",0,1,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,1
,"4:45 PM - 5:00 PM",0,5,0,0,0,3,1,0,0,0,2,2,1,0,1,0,1,0,0,0
,"5:00 PM - 5:15 PM",0,14,2,0,0,0,0,0,0,0,0,1,0,0,0,0,4,3,0,2
,"5:15 PM - 5:30 PM",0,10,2,0,0,1,0,0,0,0,0,3,0,0,0,0,2,2,0,0
,"5:30 PM - 5:45 PM",0,9,2,0,0,1,0,0,0,0,1,8,0,0,0,0,3,1,0,0
,"5:45 PM - 6:00 PM",0,8,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,2,0,0
,TOTAL,12,50,7,0,0,5,1,0,0,0,14,24,1,0,2,0,16,8,0,3
,,,,,,,,,,,,,,,,,,,,,
,,"Northbound Vehicles",,,"N-Leg Peds",,"Southbound Vehicles",,,"S-Leg Peds",,"Eastbound Vehicles",,,"E-Leg Peds",,"Westbound Vehicles",,,"W-Leg Peds",
,"PEAK HOUR",Left,Thru,Right,SW,Jay,Left,Thru,Right,SW,Jay,Left,Thru,Right,SW,Jay,Left,Thru,Right,SW,Jay
,"5:00 PM - 6:00 PM",33,223,211,972,23,0,0,0,190,5,22,218,0,99,3,0,252,77,206,4
,,"Northbound Bicycles",,,,,"Southbound Bicycles",,,,,"Eastbound Bicycles",,,,,"Westbound Bicycles",,,,
,"PEAK HOUR",Left,Thru,Right,SW,Bus,Left,Thru,Right,SW,Bus,Left,Thru,Right,SW,Bus,Left,Thru,Right,SW,Bus
,"5:00 PM - 6:00 PM",0,38,6,0,0,5,1,0,0,0,3,14,1,0,1,0,10,6,0,2
,,,,,,,,,,,,,,,,,,,,,
,,PHF,,,,,,"Franklin Street",,,,,,,,,,,,,
,AM,0.88916666666667,,,,,,Veh,0,0,0,,,,,,,,,,
,,,,,,,,Bikes,0,1,5,,,,,,,,,,
,,,,,,,,,,,,,Bikes,Veh,,,,,,,
,,,,,,22,3,,,,,,6,77,,,,,,,
,,"20th Street",,,,218,14,,,,,,10,252,"20th Street",,,,,,
,,,,,,0,1,,,,,,0,0,,,,,,,
,,,,,,Veh,Bikes,,,,,,,,,,,,,,
,,,,,,,,,0,38,6,Bikes,,,,,,,,,
,,,,,,,,,33,223,211,Veh,,,,,,,,,
,,,,,,,,"Franklin Street",,,,,,,,,,"Page 2 of 2",,,
