,"Broadway Northbound",,,,,,,"Broadway Southbound",,,,,
Time,"Right Turn","Left Turn",Through,"Bikes on Sidewalk","Bikes on Buses",Peds,,"Right Turn","Left Turn",Through,"Bikes on Sidewalk","Bikes on Buses",Peds
4:00-4:30,,1,18,,,24,,1,7,1,,,21
4:30-5:00,,1,19,,,30,,1,2,14,,,12
"4-5pm Totals:",,2,37,,,54,,2,9,15,,,33
5:00-5:30,,,15,,,17,,,2,3,,,16
5:30-6:00,,,7,,,7,,,,8,,,12
"5-6 pm Totals",,,22,,,24,,,2,11,,,28
"4-6 pm Totals",,2,59,,,78,,2,11,26,,,61
"Total # of Bikes NB: ",,61,,,,,,"Total # of Bikes SB: ",,,39,,
,,,,,,,,,,,,,
,"27th St. Eastbound",,,,,,,"27th St. Westbound",,,,,
Time,"Right Turn","Left Turn",Through,"Bikes on Sidewalk","Bikes on Buses",Peds,,"Right Turn","Left Turn",Through,"Bikes on Sidewalk","Bikes on Buses",Peds
4:00-4:30,,,5,,,10,,,4,2,,,7
4:30-5:00,,1,2,,,5,,3,,5,,,7
"4-5pm Totals:",,1,7,,,15,,3,4,7,,,14
5:00-5:30,1,,2,,,2,,,,,,,3
5:30-6:00,,,,,,1,,,,1,,,1
"5-6 pm Totals",1,,2,,,3,,,,1,,,4
"4-6 pm Totals",1,1,9,,,18,,3,4,8,,,18
"Total # of Bikes EB: ",,11,,,,,,"Total # of Bikes WB: ",,,15,,
,,,,,,,,,,,,,
,,,,"Total # of Bikes Counted (4-6 pm): ",,,,,126,,,,
,,,,,,,,,,,,,
"Field Observations:",,,,"Total # of Bikes Using Facilities (4-6): ",,,,,126,,,,
