,,,,,,,,"Turning Movement Report",,,,,,,,,,,,,
,,,,"Metro Traffic Data Inc.",,,,,,,,,,,,,,,,,
,,,,"310 N. Irwin Street - Suite 20",,,,,,,,,,,,,,,,,
,,,,"Hanford, CA 93230",,,,,,,,,,,"Prepared For:",,,,,,"Debbie Yueh"
,,,,,,,,,,,,,,,,,,,,,"Kittelson Associates, Inc."
,,,,"800-975-6938  Phone/Fax",,,,,,,,,,,,,,,,,"180 Grand Avenue, Suite 250"
,,,,www.metrotrafficdata.com,,,,,,,,,,,,,,,,,"Oakland, CA 94612"
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,LOCATION,"MacArthur Boulevard @ Fruitvale Avenue",,,,,,,,,LATITUDE," 37.800311°",,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,COUNTY,Alameda,,,,,,,,,LONGITUDE,-122.216171°,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,"COLLECTION DATE",2012/09/13,,,,,,,,,WEATHER,"Sunny and Clear",,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,"Northbound Vehicles",,,"N-Leg Peds",,"Southbound Vehicles",,,"S-Leg Peds",,"Eastbound Vehicles",,,"E-Leg Peds",,"Westbound Vehicles",,,"W-Leg Peds",
,Time,Left,Thru,Right,,,Left,Thru,Right,,,Left,Thru,Right,,,Left,Thru,Right,,
,"4:00 PM - 4:15 PM",18,71,33,25,,19,44,28,28,,15,52,15,29,,18,28,25,25,
,"4:15 PM - 4:30 PM",22,68,32,27,,26,45,22,34,,18,57,17,49,,17,34,23,27,
,"4:30 PM - 4:45 PM",9,64,39,21,,7,53,36,27,,11,52,16,35,,21,24,31,24,
,"4:45 PM - 5:00 PM",23,74,36,16,,20,55,43,21,,11,52,15,50,,23,20,36,34,
,"5:00 PM - 5:15 PM",27,60,29,32,,9,44,35,27,,19,58,19,48,,21,43,23,46,
,"5:15 PM - 5:30 PM",25,68,34,33,,14,47,31,25,,24,62,21,44,,23,39,26,38,
,"5:30 PM - 5:45 PM",24,79,46,26,,21,50,28,27,,29,68,17,28,,19,45,19,33,
,"5:45 PM - 6:00 PM",26,77,43,32,,22,51,31,31,,16,54,18,33,,22,36,24,27,
,TOTAL,174,561,292,212,,138,389,254,220,,143,455,138,316,,164,269,207,254,
,,,,,,,,,,,,,,,,,,,,,
,,"Northbound Bicyclists",,,,,"Southbound Bicyclists",,,,,"Eastbound Bicyclists",,,,,"Westbound Bicyclists",,,,
,Time,Left,Thru,Right,SW,Bus,Left,Thru,Right,SW,Bus,Left,Thru,Right,SW,Bus,Left,Thru,Right,SW,Bus
,"4:00 PM - 4:15 PM",0,1,0,0,0,0,1,1,0,0,0,2,0,0,1,0,1,0,1,1
,"4:15 PM - 4:30 PM",1,3,0,0,2,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0
,"4:30 PM - 4:45 PM",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
,"4:45 PM - 5:00 PM",0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0
,"5:00 PM - 5:15 PM",0,1,0,0,1,0,1,0,0,0,0,2,0,0,1,0,1,0,0,0
,"5:15 PM - 5:30 PM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,"5:30 PM - 5:45 PM",0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
,"5:45 PM - 6:00 PM",0,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0
,TOTAL,1,9,4,0,3,0,2,1,0,0,0,7,0,0,5,1,7,0,1,1
,,,,,,,,,,,,,,,,,,,,,
,,"Northbound Vehicles",,,"N-Leg Peds",,"Southbound Vehicles",,,"S-Leg Peds",,"Eastbound Vehicles",,,"E-Leg Peds",,"Westbound Vehicles",,,"W-Leg Peds",
,"PEAK HOUR",Left,Thru,Right,,,Left,Thru,Right,,,Left,Thru,Right,,,Left,Thru,Right,,
,"5:00 PM - 6:00 PM",102,284,152,123,,66,192,125,110,,88,242,75,153,,85,163,92,144,
,,"Northbound Bicyclists",,,,,"Southbound Bicyclists",,,,,"Eastbound Bicyclists",,,,,"Westbound Bicyclists",,,,
,"PEAK HOUR",Left,Thru,Right,SW,Bus,Left,Thru,Right,SW,Bus,Left,Thru,Right,SW,Bus,Left,Thru,Right,SW,Bus
,"5:00 PM - 6:00 PM",0,4,3,0,1,0,1,0,0,0,0,4,0,0,1,0,4,0,0,0
,,,,,,,,,,,,,,,,,,,,,
,,PHF,,,,,,"Fruitvale Avenue",,,,,,,,,,,,,
,AM,0.93595505617978,,,,,,Veh,125,192,66,,,,,,,,,,
,,,,,,,,Bikes,0,1,0,,,,,,,,,,
,,,,,,,,,,,,,Bikes,Veh,,,,,,,
,,,,,,88,0,,,,,,0,92,,,,,,,
,,"MacArthur Boulevard",,,,242,4,,,,,,4,163,"MacArthur Boulevard",,,,,,
,,,,,,75,0,,,,,,0,85,,,,,,,
,,,,,,Veh,Bikes,,,,,,,,,,,,,,
,,,,,,,,,0,4,3,Bikes,,,,,,,,,
,,,,,,,,,102,284,152,Veh,,,,,,,,,
,,,,,,,,"Fruitvale Avenue",,,,,,,,,,,,,
