,"Northbound: Telegraph Avenue ",,,,,,,"Southbound: Telegraph Avenue",,,,,
Time,"Right Turn","Left Turn",Through,"Bikes on Sidewalk","Bikes on Buses",Peds,,"Right Turn","Left Turn",Through,"Bikes on Sidewalk","Bikes on Buses",Peds
11:30-12:00,,,4,,,,,,,4,2,1,
12:00-12:30,,,4,2,,,,,,6,,1,
"11:30-12:30pm Total:",,,8,2,,,,,,10,2,2,
12:30-1:00,,,3,1,2,,,,,,,2,
1:00-1:30,,,,,,,,,,4,,,
"12:30-1:30pm Total:",,,3,1,2,,,,,4,,2,
"11:30-1:30 pm Total:",,,11,3,2,,,,,14,2,4,
"Total # of Bikes NB: ",,16,,,,,,"Total # of Bikes SB: ",,,20,,
,,,,,,,,,,,,,
,"Eastbound: 31st Street",,,,,,,"Westbound: 31st Street",,,,,
Time,"Right Turn","Left Turn",Through,"Bikes on Sidewalk","Bikes on Buses",Peds,,"Right Turn","Left Turn",Through,"Bikes on Sidewalk","Bikes on Buses",Peds
11:30-12:00,,,,,,,,,,,,,
12:00-12:30,,,,,,,,,,,,,
"11:30-12:30pm Total:",,,,,,,,,,,,,
12:30-1:00,,,,,,,,,,,,,
1:00-1:30,,,,,,,,,,,,,
"12:30-1:30pm Total:",,,,,,,,,,,,,
"11:30-1:30 pm Total:",,,,,,,,,,,,,
"Total # of Bikes EB: ",,,,,,,,"Total # of Bikes WB: ",,,,,
,,,,,,,,,,,,,
,,,"Total # of Bikes Counted (11:30-1:30pm): ",,,,,,36,,,,
,,,,,,,,,,,,,
"Field Observations:",,,,,,,,,,,,,
