,"Northbound: 39th Avenue",,,,,,,"Southbound: 39th Avenue",,,,,
Time,"Right Turn","Left Turn",Through,"Bikes on Sidewalk","Bikes on Buses",Peds,,"Right Turn","Left Turn",Through,"Bikes on Sidewalk","Bikes on Buses",Peds
11:30-12:00,1,,1,,,,,1,,,,,
12:00-12:30,,1,,,,,,,,,,,
"11:30-12:30pm Total:",1,1,1,,,,,1,,,,,
12:30-1:00,,,,,,,,,,,,,
1:00-1:30,,,,,,,,,,,,,
"12:30-1:30pm Total:",,,,,,,,,,,,,
"11:30-1:30 pm Total:",1,1,1,,,,,1,,,,,
"Total # of Bikes NB: ",,3,,,,,,"Total # of Bikes SB: ",,,1,,
,,,,,,,,,,,,,
,"Eastbound: International Blvd",,,,,,,"Westbound: International Blvd",,,,,
Time,"Right Turn","Left Turn",Through,"Bikes on Sidewalk","Bikes on Buses",Peds,,"Right Turn","Left Turn",Through,"Bikes on Sidewalk","Bikes on Buses",Peds
11:30-12:00,,,2,2,,,,,,,1,,
12:00-12:30,,,,3,,,,,,,4,,
"11:30-12:30pm Total:",,,2,5,,,,,,,5,,
12:30-1:00,,,1,3,,,,,,,1,,
1:00-1:30,,,,4,,,,,,,6,,
"12:30-1:30pm Total:",,,1,7,,,,,,,7,,
"11:30-1:30 pm Total:",,,3,12,,,,,,,12,,
"Total # of Bikes EB: ",,15,,,,,,"Total # of Bikes WB: ",,,12,,
,,,,,,,,,,,,,
,,,"Total # of Bikes Counted (11:30-1:30pm): ",,,,,,31,,,,
,,,,,,,,,,,,,
"Field Observations:",,,,,,,,,,,,,
