,"Northbound: West Street",,,,,,,"Southbound: West Street",,,,,
Time,"Right Turn","Left Turn",Through,"Bikes on Sidewalk","Bikes on Buses",Peds,,"Right Turn","Left Turn",Through,"Bikes on Sidewalk","Bikes on Buses",Peds
11:30-12:00,,,,,,,,1,,2,,,
12:00-12:30,1,,,,,,,,,,,,
"11:30-12:30pm Total:",1,,,,,,,1,,2,,,
12:30-1:00,,,,,,,,,,,,,
1:00-1:30,,,,,,,,,,,,,
"12:30-1:30pm Total:",,,,,,,,,,,,,
"11:30-1:30 pm Total:",1,,,,,,,1,,2,,,
"Total # of Bikes NB: ",,1,,,,,,"Total # of Bikes SB: ",,,3,,
,,,,,,,,,,,,,
,"Eastbound: W. Grand Avenue",,,,,,,"Westbound: W. Grand Avenue",,,,,
Time,"Right Turn","Left Turn",Through,"Bikes on Sidewalk","Bikes on Buses",Peds,,"Right Turn","Left Turn",Through,"Bikes on Sidewalk","Bikes on Buses",Peds
11:30-12:00,,,2,,,,,,,2,,,
12:00-12:30,1,,1,,,,,,,1,,,
"11:30-12:30pm Total:",1,,3,,,,,,,3,,,
12:30-1:00,,,3,,,,,,,,,,
1:00-1:30,,,,,,,,,1,5,,,
"12:30-1:30pm Total:",,,3,,,,,,1,5,,,
"11:30-1:30 pm Total:",1,,6,,,,,,1,8,,,
"Total # of Bikes EB: ",,7,,,,,,"Total # of Bikes WB: ",,,9,,
,,,,,,,,,,,,,
,,,"Total # of Bikes Counted (11:30-1:30pm): ",,,,,,20,,,,
,,,,,,,,,,,,,
"Field Observations:",,,,,,,,,,,,,
