,"Mandela Parkway Northbound",,,,,,,"Mandela Parkway Southbound",,,,,
Time,"Right Turn","Left Turn",Through,"Bikes on Sidewalk","Bikes on Buses",Peds,,"Right Turn","Left Turn",Through,"Bikes on Sidewalk","Bikes on Buses",Peds
11:30-12:00,,,3,,,,,,,1,,,
12:00-12:30,,,4,,,,,,,3,,,
"11:30-12:30pm Totals:",,,7,,,,,,,4,,,
12:30-1:00,,,1,,,,,,,1,,,
1:00-1:30,,,4,,,,,,,2,,,
"12:30-1:30pm Totals",,,5,,,,,,,3,,,
"11:30-1:30 pm Totals",,,12,,,,,,,7,,,
"Total # of Bikes NB: ",,12,,,,,,"Total # of Bikes SB: ",,,7,,
,,,,,,,,,,,,,
,"10th St Eastbound",,,,,,,"10th St Westbound",,,,,
Time,"Right Turn","Left Turn",Through,"Bikes on Sidewalk","Bikes on Buses",Peds,,"Right Turn","Left Turn",Through,"Bikes on Sidewalk","Bikes on Buses",Peds
11:30-12:00,,,,,,,,,,,,,
12:00-12:30,,,,,,,,,,1,,,
"11:30-12:30pm Totals:",,,,,,,,,,1,,,
12:30-1:00,,,,,,,,,1,,,,
1:00-1:30,,,1,,,,,,,1,,,
"12:30-1:30pm Totals",,,1,,,,,,1,1,,,
"11:30-1:30 pm Totals",,,1,,,,,,1,2,,,
"Total # of Bikes EB: ",,1,,,,,,"Total # of Bikes WB: ",,,3,,
,,,,,,,,,,,,,
,,,"Total # of Bikes Counted (11:30-1:30 pm): ",,,,,,23,,,,
