,"Embarcadero Eastbound",,,,,,,"Embarcadero Westbound",,,,,
Time,"Right Turn","Left Turn",Through,"Bikes on Sidewalk","Bikes on Buses",Peds,,"Right Turn","Left Turn",Through,"Bikes on Sidewalk","Bikes on Buses",Peds
4:00-4:30,,,3,,,2,,,,9,,,7
4:30-5:00,,,6,,,6,,,,3,,,4
"4-5pm Totals:",,,9,,,8,,,,12,,,11
5:00-5:30,,,11,,,3,,,,5,,,5
5:30-6:00,,,9,,,3,,,,12,1,,
"5-6 pm Totals",,,20,,,6,,,,17,1,,5
"4-6 pm Totals",,,29,,,14,,,,29,1,,16
"Total # of Bikes NB: ",,29,,,,,,"Total # of Bikes SB: ",,,30,,
,,,,,,,,,,,,,
,"16th Ave Bridge to the hills",,,,,,,"16th Ave Bridge toward Embarcadero",,,,,
Time,"Right Turn","Left Turn",Through,"Bikes on Sidewalk","Bikes on Buses",Peds,,"Right Turn","Left Turn",Through,"Bikes on Sidewalk","Bikes on Buses",Peds
4:00-4:30,,,,,,3,,,,,,,
4:30-5:00,,,,,,,,,1,,,,
"4-5pm Totals:",,,,,,3,,,1,,,,
5:00-5:30,,,,,,3,,,,,,,
5:30-6:00,,,,1,,3,,,,,,,1
"5-6 pm Totals",,,,1,,6,,,,,,,1
"4-6 pm Totals",,,,1,,9,,,1,,,,1
"Total # of Bikes EB: ",,1,,,,,,"Total # of Bikes WB: ",,,1,,
,,,,,,,,,,,,,
,,,,"Total # of Bikes Counted (4-6 pm): ",,,,,61,,,,
,,,,,,,,,,,,,
"Field Observations:",,,,"Total # of Bikes Using Facilities (4-6): ",,,,,59,,,,
