,"Northbound: 50th Avenue",,,,,,,"Southbound: 50th Avenue",,,,,
Time,"Right Turn","Left Turn",Through,"Bikes on Sidewalk","Bikes on Buses",Peds,,"Right Turn","Left Turn",Through,"Bikes on Sidewalk","Bikes on Buses",Peds
11:30-12:00,,1,1,,,,,,,,,,
12:00-12:30,,,,,,,,,,,1,,
"11:30-12:30pm Total:",,1,1,,,,,,,,1,,
12:30-1:00,,,,,,,,,,,,,
1:00-1:30,,,,,,,,,,,,,
"12:30-1:30pm Total:",,,,,,,,,,,,,
"11:30-1:30 pm Total:",,1,1,,,,,,,,1,,
"Total # of Bikes NB: ",,2,,,,,,"Total # of Bikes SB: ",,,1,,
,,,,,,,,,,,,,
,"Eastbound: International Blvd",,,,,,,"Westbound: International Blvd",,,,,
Time,"Right Turn","Left Turn",Through,"Bikes on Sidewalk","Bikes on Buses",Peds,,"Right Turn","Left Turn",Through,"Bikes on Sidewalk","Bikes on Buses",Peds
11:30-12:00,1,,1,1,2,,,,,3,1,1,
12:00-12:30,,,,4,1,,,,,2,6,3,
"11:30-12:30pm Total:",1,,1,5,3,,,,,5,7,4,
12:30-1:00,,,,4,,,,,1,,7,1,
1:00-1:30,,,1,1,3,,,,,,4,,
"12:30-1:30pm Total:",,,1,5,3,,,,1,,11,1,
"11:30-1:30 pm Total:",1,,2,10,6,,,,1,5,18,5,
"Total # of Bikes EB: ",,19,,,,,,"Total # of Bikes WB: ",,,29,,
,,,,,,,,,,,,,
,,,"Total # of Bikes Counted (11:30-1:30pm): ",,,,,,51,,,,
,,,,,,,,,,,,,
"Field Observations:",,,,,,,,,,,,,
