"PREPARED BY NATIONAL DATA & SURVEYING SERVICES",,,,,,,,,,,,,,,,,,,,
,,,,"Pedestrian Count",,,,,,,,,,,,,,,Start:,End:
PROJECT#:,,10-7381-026,,,,,,,,,,,,,,,,AM,07:00:00,09:00:00
"N/S Street:",,"Oak St",,,,,,,,,,,,,,,,NOON,NONE,NONE
"E/W Street:",,"4th St",,,,,,,,,,,,,,,,PM,16:00:00,19:00:00
DATE:,,2010/10/07,,,,,,,DAY:,2010/10/07,,,,,,,,,,
CITY:,,Oakland,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,4,0,9,,,,,,,,,
,,,,,,,,,AM,NOON,PM,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,"N O R T H   L E G",,,,,,,,,,,,,,,
,,,,"W E S T   L E G",,,,,,,,,,,,"E A S T   L E G",,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
PM,184,,,,,,,,,,,,,,,,,,0,AM
NOON,0,,,,,,,,,,,,,,,,,,0,NOON
AM,146,,,,,,,,,,,,,,,,,,0,PM
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,"S O U T H   L E G",,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,4,0,7,,,,,,,,,
,,,,,,,,,AM,NOON,PM,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,"Graphic image courtesy of FHWA",
