,"Northbound: Bancroft Avenue",,,,,,,"Southbound: Bancroft Avenue",,,,,
Time,"Right Turn","Left Turn",Through,"Bikes on Sidewalk","Bikes on Buses",Peds,,"Right Turn","Left Turn",Through,"Bikes on Sidewalk","Bikes on Buses",Peds
11:30-12:00,,,,,,,,,,2,,,
12:00-12:30,,,,,,,,,,,,,
"11:30-12:30pm Total:",,,,,,,,,,2,,,
12:30-1:00,,,,,,,,,,,,,
1:00-1:30,,,,,,,,,,,,,
"12:30-1:30pm Total:",,,,,,,,,,,,,
"11:30-1:30 pm Total:",,,,,,,,,,2,,,
"Total # of Bikes NB: ",,,,,,,,"Total # of Bikes SB: ",,,2,,
,,,,,,,,,,,,,
,"Eastbound: Durant Street",,,,,,,"Westbound: Durant Street",,,,,
Time,"Right Turn","Left Turn",Through,"Bikes on Sidewalk","Bikes on Buses",Peds,,"Right Turn","Left Turn",Through,"Bikes on Sidewalk","Bikes on Buses",Peds
11:30-12:00,,,,,,,,1,,1,1,,
12:00-12:30,,,,,,,,,,,,,
"11:30-12:30pm Total:",,,,,,,,1,,1,1,,
12:30-1:00,,,,,,,,,,,,,
1:00-1:30,,,,,,,,,,,,,
"12:30-1:30pm Total:",,,,,,,,,,,,,
"11:30-1:30 pm Total:",,,,,,,,1,,1,1,,
"Total # of Bikes EB: ",,,,,,,,"Total # of Bikes WB: ",,,3,,
,,,,,,,,,,,,,
,,,"Total # of Bikes Counted (11:30-1:30 pm): ",,,,,,5,,,,
,,,,,,,,,,,,,
"Field Observations:",,,,,,,,,,,,,
