,,,,,,,,"Turning Movement Report",,,,,,,,,,,,,
,,,,"Metro Traffic Data Inc.",,,,,,,,,,,,,,,,,
,,,,"310 N. Irwin Street - Suite 20",,,,,,,,,,,,,,,,,
,,,,"Hanford, CA 93230",,,,,,,,,,,"Prepared For:",,,,,,"Debbie Yueh"
,,,,,,,,,,,,,,,,,,,,,"Kittelson Associates, Inc."
,,,,"800-975-6938  Phone/Fax",,,,,,,,,,,,,,,,,"180 Grand Avenue, Suite 250"
,,,,www.metrotrafficdata.com,,,,,,,,,,,,,,,,,"Oakland, CA 94612"
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,LOCATION,"14th St/Lakeside Dr/Oak St",,,,,,,,,LATITUDE," 37.801024°",,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,COUNTY,Alameda,,,,,,,,,LONGITUDE,-122.262902°,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,"COLLECTION DATE",2012/09/12,,,,,,,,,WEATHER,"Sunny and Clear",,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,"Northbound Vehicles",,,"N-Leg Peds",,"Southbound Vehicles",,,"S-Leg Peds",,"Eastbound Vehicles",,,"E-Leg Peds",,"Westbound Vehicles",,,"W-Leg Peds",
,Time,Left,Thru,Right,,,Left,Thru,Right,,,Left,Thru,Right,,,Left,Thru,Right,,
,"4:00 PM - 4:15 PM",17,68,4,14,,0,0,0,9,,23,65,0,11,,0,56,29,33,
,"4:15 PM - 4:30 PM",21,84,3,20,,0,0,0,7,,22,69,0,14,,0,58,30,27,
,"4:30 PM - 4:45 PM",19,110,5,25,,0,0,0,9,,11,73,0,13,,0,53,36,24,
,"4:45 PM - 5:00 PM",28,96,8,20,,0,0,0,6,,24,74,0,19,,0,47,27,33,
,"5:00 PM - 5:15 PM",26,122,1,39,,0,0,0,5,,28,56,0,12,,0,48,36,42,
,"5:15 PM - 5:30 PM",28,106,3,24,,0,0,0,6,,18,60,0,16,,0,41,29,25,
,"5:30 PM - 5:45 PM",22,77,5,34,,0,0,0,2,,27,53,0,15,,0,48,30,38,
,"5:45 PM - 6:00 PM",24,82,0,28,,0,0,0,4,,25,55,0,13,,0,37,28,33,
,TOTAL,185,745,29,204,,0,0,0,48,,178,505,0,113,,0,388,245,255,
,,,,,,,,,,,,,,,,,,,,,
,,"Northbound Bicyclists",,,,,"Southbound Bicyclists",,,,,"Eastbound Bicyclists",,,,,"Westbound Bicyclists",,,,
,Time,Left,Thru,Right,SW,Bus,Left,Thru,Right,SW,Bus,Left,Thru,Right,SW,Bus,Left,Thru,Right,SW,Bus
,"4:00 PM - 4:15 PM",7,4,0,1,0,0,0,0,0,0,0,2,0,0,0,0,4,1,0,1
,"4:15 PM - 4:30 PM",2,6,0,0,0,0,0,0,0,0,2,3,0,0,1,0,1,5,1,0
,"4:30 PM - 4:45 PM",0,5,1,0,0,1,0,0,0,0,0,5,0,0,0,0,3,6,0,0
,"4:45 PM - 5:00 PM",0,5,0,0,0,0,0,0,0,0,1,3,0,0,0,0,2,6,1,0
,"5:00 PM - 5:15 PM",3,8,0,2,0,0,0,1,0,0,2,5,0,0,0,0,1,3,0,0
,"5:15 PM - 5:30 PM",1,15,0,0,0,2,2,0,4,0,4,10,0,0,0,0,4,8,0,0
,"5:30 PM - 5:45 PM",5,7,1,0,0,3,0,0,1,0,0,12,0,3,0,0,4,8,2,0
,"5:45 PM - 6:00 PM",1,4,1,0,0,0,0,0,0,1,0,8,0,0,0,0,1,3,0,0
,TOTAL,19,54,3,3,0,6,2,1,5,1,9,48,0,3,1,0,20,40,4,1
,,,,,,,,,,,,,,,,,,,,,
,,"Northbound Vehicles",,,"N-Leg Peds",,"Southbound Vehicles",,,"S-Leg Peds",,"Eastbound Vehicles",,,"E-Leg Peds",,"Westbound Vehicles",,,"W-Leg Peds",
,"PEAK HOUR",Left,Thru,Right,,,Left,Thru,Right,,,Left,Thru,Right,,,Left,Thru,Right,,
,"4:15 PM - 5:15 PM",100,387,9,125,,0,0,0,17,,98,224,0,56,,0,174,123,138,
,,"Northbound Bicyclists",,,,,"Southbound Bicyclists",,,,,"Eastbound Bicyclists",,,,,"Westbound Bicyclists",,,,
,"PEAK HOUR",Left,Thru,Right,SW,Bus,Left,Thru,Right,SW,Bus,Left,Thru,Right,SW,Bus,Left,Thru,Right,SW,Bus
,"4:15 PM - 5:15 PM",10,34,2,2,0,5,2,1,5,1,6,35,0,3,0,0,10,22,2,0
,,,,,,,,,,,,,,,,,,,,,
,,PHF,,,,,,"Lakeside Drive",,,,,,,,,,,,,
,AM,0.95820189274448,,,,,,Veh,0,0,0,,,,,,,,,,
,,,,,,,,Bikes,1,2,5,,,,,,,,,,
,,,,,,,,,,,,,Bikes,Veh,,,,,,,
,,,,,,98,6,,,,,,22,123,,,,,,,
,,"14th Street",,,,224,35,,,,,,10,174,"14th Street",,,,,,
,,,,,,0,0,,,,,,0,0,,,,,,,
,,,,,,Veh,Bikes,,,,,,,,,,,,,,
,,,,,,,,,10,34,2,Bikes,,,,,,,,,
,,,,,,,,,100,387,9,Veh,,,,,,,,,
,,,,,,,,"Oak Street",,,,,,,,,,,,,
