,"Northbound: 7th Avenue",,,,,,," ",,,,,
Time,"Right Turn","Left Turn",Through,"Bikes on Sidewalk","Bikes on Buses",Peds,,"Right Turn","Left Turn",Through,"Bikes on Sidewalk","Bikes on Buses",Peds
11:30-12:00,,,1,,,,,,1,,,,
12:00-12:30,,,,,,,,,,,,,
"11:30-12:30pm Total:",,,1,,,,,,1,,,,
12:30-1:00,,,,,,,,,,,,,
1:00-1:30,,,,,,,,,,,,,
"12:30-1:30pm Total:",,,,,,,,,,,,,
"11:30-1:30 pm Total:",,,1,,,,,,1,,,,
"Total # of Bikes NB: ",,1,,,,,,"Total # of Bikes SB: ",,,1,,
,,,,,,,,,,,,,
,"Eastbound:E. 12th Street",,,,,,,"Westbound: E. 12th Street",,,,,
Time,"Right Turn","Left Turn",Through,"Bikes on Sidewalk","Bikes on Buses",Peds,,"Right Turn","Left Turn",Through,"Bikes on Sidewalk","Bikes on Buses",Peds
11:30-12:00,,2,1,,,,,,1,,,,
12:00-12:30,,,1,,,,,,,1,,,
"11:30-12:30pm Total:",,2,2,,,,,,1,1,,,
12:30-1:00,,,1,,,,,,,2,,,
1:00-1:30,,,,,,,,,,1,,,
"12:30-1:30pm Total:",,,1,,,,,,,3,,,
"11:30-1:30 pm Total:",,2,3,,,,,,1,4,,,
"Total # of Bikes EB: ",,5,,,,,,"Total # of Bikes WB: ",,,5,,
,,,,,,,,,,,,,
,,,"Total # of Bikes Counted (11:30-1:30pm): ",,,,,,12,,,,
,,,,,,,,,,,,,
"Field Observations:",,,,,,,,,,,,,
