,"Northbound: Park Blvd",,,,,,,"Southbound: Park Blvd",,,,,
Time,"Right Turn","Left Turn",Through,"Bikes on Sidewalk","Bikes on Buses",Peds,,"Right Turn","Left Turn",Through,"Bikes on Sidewalk","Bikes on Buses",Peds
2:30-3:00,,,,,,,,,,,,,
3:00-3:30,,,,,,,,,,,,,
"2:30-3:30pm Total:",,,,,,,,,,,,,
3:30-4:00,,,1,,,,,,,1,,,
4:00-4:30,,,,,,,,,,,,,
"3:30-4:30pm Total:",,,1,,,,,,,1,,,
"2:30-4:30pm Total:",,,1,,,,,,,1,,,
"Total # of Bikes NB: ",,1,,,,,,"Total # of Bikes SB: ",,,1,,
,,,,,,,,,,,,,
,"Eastbound: E. 28th Street",,,,,,,"Westbound: E. 28th Street",,,,,
Time,"Right Turn","Left Turn",Through,"Bikes on Sidewalk","Bikes on Buses",Peds,,"Right Turn","Left Turn",Through,"Bikes on Sidewalk","Bikes on Buses",Peds
2:30-3:00,,,,,,,,,,,,,
3:00-3:30,,,,,,,,,,,,,
"2:30-3:30pm Total:",,,,,,,,,,,,,
3:30-4:00,,,,,,,,,,,,,
4:00-4:30,,,,,,,,,,,,,
"3:30-4:30pm Total:",,,,,,,,,,,,,
"2:30-4:30pm Total:",,,,,,,,,,,,,
"Total # of Bikes EB: ",,,,,,,,"Total # of Bikes WB: ",,,,,
,,,,,,,,,,,,,
,,,"Total # of Bikes Counted (2:30-4:30pm): ",,,,,,2,,,,
,,,,,,,,,,,,,
"Field Observations:",,,,,,,,,,,,,
