,,,,,,,,"Turning Movement Report",,,,,,,,,,,,,
,,,,"Metro Traffic Data Inc.",,,,,,,,,,,,,,,,,
,,,,"310 N. Irwin Street - Suite 20",,,,,,,,,,,,,,,,,
,,,,"Hanford, CA 93230",,,,,,,,,,,"Prepared For:",,,,,,"Debbie Yueh"
,,,,,,,,,,,,,,,,,,,,,"Kittelson Associates, Inc."
,,,,"800-975-6938  Phone/Fax",,,,,,,,,,,,,,,,,"180 Grand Avenue, Suite 250"
,,,,www.metrotrafficdata.com,,,,,,,,,,,,,,,,,"Oakland, CA 94612"
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,LOCATION,"Market Street @ 55th Street",,,,,,,,,LATITUDE," 37.839232°",,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,COUNTY,Alameda,,,,,,,,,LONGITUDE,-122.273927°,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,"COLLECTION DATE",2012/09/11,,,,,,,,,WEATHER,"Sunny and Clear",,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,"Northbound Vehicles",,,"N-Leg Peds",,"Southbound Vehicles",,,"S-Leg Peds",,"Eastbound Vehicles",,,"E-Leg Peds",,"Westbound Vehicles",,,"W-Leg Peds",
,Time,Left,Thru,Right,,,Left,Thru,Right,,,Left,Thru,Right,,,Left,Thru,Right,,
,"4:00 PM - 4:15 PM",4,94,4,1,,56,93,0,2,,1,18,0,1,,2,23,39,0,
,"4:15 PM - 4:30 PM",4,100,6,0,,77,78,0,3,,0,14,2,0,,2,18,45,0,
,"4:30 PM - 4:45 PM",2,108,8,2,,91,102,2,1,,2,36,0,0,,5,23,50,2,
,"4:45 PM - 5:00 PM",1,146,8,1,,56,103,0,4,,0,21,1,2,,9,22,54,2,
,"5:00 PM - 5:15 PM",3,139,5,4,,74,110,0,2,,1,24,2,0,,7,21,45,1,
,"5:15 PM - 5:30 PM",7,161,4,0,,55,129,2,0,,0,29,2,0,,2,21,50,0,
,"5:30 PM - 5:45 PM",4,148,0,0,,66,125,0,3,,1,23,1,0,,3,21,46,0,
,"5:45 PM - 6:00 PM",0,136,1,1,,69,116,2,2,,1,26,1,2,,6,29,43,0,
,TOTAL,25,1032,36,9,,544,856,6,17,,6,191,9,5,,36,178,372,5,
,,,,,,,,,,,,,,,,,,,,,
,,"Northbound Bicyclists",,,,,"Southbound Bicyclists",,,,,"Eastbound Bicyclists",,,,,"Westbound Bicyclists",,,,
,Time,Left,Thru,Right,SW,Bus,Left,Thru,Right,SW,Bus,Left,Thru,Right,SW,Bus,Left,Thru,Right,SW,Bus
,"4:00 PM - 4:15 PM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,"4:15 PM - 4:30 PM",2,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
,"4:30 PM - 4:45 PM",1,3,0,0,0,0,3,0,0,0,0,1,0,0,0,0,2,2,0,0
,"4:45 PM - 5:00 PM",0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,1,0,0
,"5:00 PM - 5:15 PM",0,6,0,0,0,0,0,1,0,0,0,2,1,0,0,0,1,0,0,0
,"5:15 PM - 5:30 PM",0,2,0,0,0,0,10,1,0,0,0,3,0,0,0,0,1,0,0,0
,"5:30 PM - 5:45 PM",0,8,0,0,0,0,7,0,0,0,0,2,0,0,0,1,2,1,0,0
,"5:45 PM - 6:00 PM",2,5,0,0,0,0,2,0,0,0,2,3,0,0,0,0,1,0,0,0
,TOTAL,5,26,0,0,0,0,27,2,0,0,2,11,1,0,0,1,9,4,0,0
,,,,,,,,,,,,,,,,,,,,,
,,"Northbound Vehicles",,,"N-Leg Peds",,"Southbound Vehicles",,,"S-Leg Peds",,"Eastbound Vehicles",,,"E-Leg Peds",,"Westbound Vehicles",,,"W-Leg Peds",
,"PEAK HOUR",Left,Thru,Right,,,Left,Thru,Right,,,Left,Thru,Right,,,Left,Thru,Right,,
,"5:00 PM - 6:00 PM",14,584,10,5,,264,480,4,7,,3,102,6,2,,18,92,184,1,
,,"Northbound Bicyclists",,,,,"Southbound Bicyclists",,,,,"Eastbound Bicyclists",,,,,"Westbound Bicyclists",,,,
,"PEAK HOUR",Left,Thru,Right,SW,Bus,Left,Thru,Right,SW,Bus,Left,Thru,Right,SW,Bus,Left,Thru,Right,SW,Bus
,"5:00 PM - 6:00 PM",2,21,0,0,0,0,19,2,0,0,2,10,1,0,0,1,5,1,0,0
,,,,,,,,,,,,,,,,,,,,,
,,PHF,,,,,,"Market Street",,,,,,,,,,,,,
,AM,0.95292207792208,,,,,,Veh,4,480,264,,,,,,,,,,
,,,,,,,,Bikes,2,19,0,,,,,,,,,,
,,,,,,,,,,,,,Bikes,Veh,,,,,,,
,,,,,,3,2,,,,,,1,184,,,,,,,
,,"55th Street",,,,102,10,,,,,,5,92,"55th Street",,,,,,
,,,,,,6,1,,,,,,1,18,,,,,,,
,,,,,,Veh,Bikes,,,,,,,,,,,,,,
,,,,,,,,,2,21,0,Bikes,,,,,,,,,
,,,,,,,,,14,584,10,Veh,,,,,,,,,
,,,,,,,,"Market Street",,,,,,,,,,,,,
