,"Fruitvale Northbound",,,,,,,"Fruitvale Southbound",,,,,
Time,"Right Turn","Left Turn",Through,"Bikes on Sidewalk","Bikes on Buses",Peds,,"Right Turn","Left Turn",Through,"Bikes on Sidewalk","Bikes on Buses",Peds
4:00-4:30,,,,,,31,,,,,,,12
4:30-5:00,,,1,,,25,," ",1,," ",1,15
"4-6 pm Totals:",,,1,,,56,,,1,,,1,27
5:00-5:30,,,,1,2,34,,,,1," ",,24
5:30-6:00,,,1,1,3,30,,1,,,,,28
"5-6 pm Totals",,,1,2,5,64,,1,,1,,,52
"4-6 pm Totals",,,2,2,5,120,,1,1,1,,1,79
"Total # of Bikes NB: ",,9,,,,,,"Total # of Bikes SB: ",,,4,,
,,,,,,,,,,,,,
,"MacArthur Eastbound",,,,,,,"MacArthur Westbound",,,,,
Time,"Right Turn","Left Turn",Through,"Bikes on Sidewalk","Bikes on Buses",Peds,,"Right Turn","Left Turn",Through,"Bikes on Sidewalk","Bikes on Buses",Peds
4:00-4:30,,,1,,,22,,,,,,2,33
4:30-5:00,,1,4,1,,12,,,,2,1,2,26
"4-6 pm Totals:",,1,5,1,,34,,,,2,1,4,59
5:00-5:30,,,," ",,15,,,1,1,,1,20
5:30-6:00,1,,1,2,1,14,," ",1,2,1,2,22
"5-6 pm Totals",1,,1,2,1,29,,,2,3,1,3,42
"4-6 pm Totals",1,1,6,3,1,63,,,2,5,2,7,101
"Total # of Bikes EB: ",,12,,,,,,"Total # of Bikes WB: ",,,16,,
,,,,,,,,,,,,,
,,,,"Total # of Bikes Counted (4-6 pm): ",,,,,41,,,,
,,,,,,,,,,,,,
"Field Observations:",,,,,,,,,,,,,
