,"73rd Northbound",,,,,,,"73rd Southbound",,,,,
Time,"Right Turn","Left Turn",Through,"Bikes on Sidewalk","Bikes on Buses",Peds,,"Right Turn","Left Turn",Through,"Bikes on Sidewalk","Bikes on Buses",Peds
4:00-4:30,,,,,,4,,,,,,1,2
4:30-5:00,1,,,,,9,," ",,2," ",,5
"4-6 pm Totals:",1,,,,,13,,,,2,,1,7
5:00-5:30,,,,,,15,,,,2," ",,5
5:30-6:00,,,," ",3,20,," ",,1,2,,7
"5-6 pm Totals",,,,,3,35,,,,3,2,,12
"4-6 9m Totals",1,,,,3,48,,,,5,2,1,19
"Total # of Bikes NB: ",,4,,,,,,"Total # of Bikes SB: ",,,8,,
,,,,,,,,,,,,,
,"Bancroft Eastbound",,,,,,,"Bancroft Westbound",,,,,
Time,"Right Turn","Left Turn",Through,"Bikes on Sidewalk","Bikes on Buses",Peds,,"Right Turn","Left Turn",Through,"Bikes on Sidewalk","Bikes on Buses",Peds
4:00-4:30,,,,,,10,,,,2,,,10
4:30-5:00,,,1,,,12,,,,,1,,12
"4-6 pm Totals:",,,1,,,22,,,,2,1,,22
5:00-5:30,,,," ",,6,,," ",1,,,10
5:30-6:00,,,," ",,10,," ",,,1,,5
"5-6 pm Totals",,,,,,16,,,,1,1,,15
"4-6 pm Totals",,,1,,,38,,,,3,2,,37
"Total # of Bikes EB: ",,1,,,,,,"Total # of Bikes WB: ",,,5,,
,,,,,,,,,,,,,
,,,,"Total # of Bikes Counted (4-6 pm): ",,,,,18,,,,
,,,,,,,,,,,,,
"Field Observations:",,,,,,,,,,,,,
