"TMC Summary of Brush St/14th St",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"Project #: ",,"10-7381 Bikes-054",,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,"SOUTHBOUND  APPROACH  LANES",,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,"Brush St",,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,," ",,,,,,N,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,TOTAL,,3,,1,,2,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,PM,,3,,1,,2,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,NOON,,0,,0,,0,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,AM,,0,,0,,0,,,,,,,,,,,,,,,,
,,,"14th St",,,,,,,,,,,,,354,,,,,,,,,"14th St",,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"EASTBOUND  APPROACH  LANES",,," ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"WESTBOUND  APPROACH  LANES",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,TOTAL,,AM,NOON,PM,,,,,,,,,,,,,,AM,NOON,PM,TOTAL,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,0,,0,0,0,,,,,,,,,,,,,,0,0,1,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,6,,0,0,6,,,,,,,,,,,,,,0,0,16,16,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,1,,0,0,1,,,,,,,,,,,,,,0,0,2,2,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," ",,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,PM,,0,,2,,3,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
,,,,,,,,,,,,,NOON,,0,,0,,0,,,,,,,,,,,,,,,,
," ",,,,,,,,,,,,,,,,,,,,,,,,"TURNING  MOVEMENT  COUNT",,,,,,,,,,
,,,,,,,,,,,,,AM,,0,,0,,0,,,,,,,,,,,,,,,,
,,,,,,,,,"Brush St",,,,,,,,,,,,,,,,"Brush St / 14th St",,,,,,,,,,
,,,,,,,,,,,,,TOTAL,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,0,,2,,3,,,,,,"(Intersection Name)",,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,," ",,,,,,,,,,,,,,Thursday,,,,,,2010/10/07,,,,
,,,,,,,,,,,"NORTHBOUND  APPROACH  LANES",,,,,,,,,,,,,,Day,,,,,Date,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,am,,,,-,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,noon,,,,-,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,pm,,16:00:00,,-,,19:00:00,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,"AM PEAK HOUR",,,,,,,"0 AM",,,,
,,"CONTROL:  ",,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,"NOON PEAK HOUR",,,,,,,"0 AM",,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
