,"Graffian Eastbound",,,,,,,"Graffian Westbound",,,,,
Time,"Right Turn","Left Turn",Through,"Bikes on Sidewalk","Bikes on Buses",Peds,,"Right Turn","Left Turn",Through,"Bikes on Sidewalk","Bikes on Buses",Peds
4:00-4:30,,,1,,,,,,,,,,
4:30-5:00,1,,,,,,,,,1,,,
"4-5pm Totals:",1,,1,,,,,,,1,,,
5:00-5:30,,,,,,,,,,,,,
5:30-6:00,,,1,,,,,,,,,,
"5-6 pm Totals",,,1,,,,,,,,,,
"4-6 pm Totals",1,,2,,,,,,,1,,,
"Total # of Bikes NB: ",,3,,,,,,"Total # of Bikes SB: ",,,1,,
,,,,,,,,,,,,,
,"105th Ave Northbound",,,,,,,"105th Ave Southbound",,,,,
Time,"Right Turn","Left Turn",Through,"Bikes on Sidewalk","Bikes on Buses",Peds,,"Right Turn","Left Turn",Through,"Bikes on Sidewalk","Bikes on Buses",Peds
4:00-4:30,,,,1,,2,,,,1,2,,2
4:30-5:00,,,1,2,1,3,,1,,2,2,,3
"4-5pm Totals:",,,1,3,1,5,,1,,3,4,,5
5:00-5:30,,1,,,,1,,,,1,3,,2
5:30-6:00,,,1,2,,2,,,,2,,,2
"5-6 pm Totals",,1,1,2,,3,,,,3,3,,4
"4-6 pm Totals",,1,2,5,1,8,,1,,6,7,,9
"Total # of Bikes EB: ",,9,,,,,,"Total # of Bikes WB: ",,,14,,
,,,,,,,,,,,,,
,,,,"Total # of Bikes Counted (4-6 pm): ",,,,,27,,,,
,,,,,,,,,,,,,
"Field Observations:",,,,"Total # of Bikes Using Facilities (4-6): ",,,,,14,,,,
