,"Northbound: MLK Jr. Way ",,,,,,,"Southbound: MLK Jr. Way",,,,,
Time,"Right Turn","Left Turn",Through,"Bikes on Sidewalk","Bikes on Buses",Peds,,"Right Turn","Left Turn",Through,"Bikes on Sidewalk","Bikes on Buses",Peds
11:30-12:00,,1,1,1,,,,,,3,,,
12:00-12:30,1,,2,1,,,,,,2,,,
"11:30-12:30pm Total:",1,1,3,2,,,,,,5,,,
12:30-1:00,,,1,,,,,,,2,,,
1:00-1:30,,,,,,,,,,,,,
"12:30-1:30pm Total:",,,1,,,,,,,2,,,
"11:30-1:30pm Total:",1,1,4,2,,,,,,7,,,
"Total # of Bikes NB: ",,8,,,,,,"Total # of Bikes SB: ",,,7,,
,,,,,,,,,,,,,
,"Eastbound: 30th Street",,,,,,,"Westbound: 30th Street",,,,,
Time,"Right Turn","Left Turn",Through,"Bikes on Sidewalk","Bikes on Buses",Peds,,"Right Turn","Left Turn",Through,"Bikes on Sidewalk","Bikes on Buses",Peds
11:30-12:00,2,,,1,,,,,,1,,,
12:00-12:30,,,,,,,,,,1,,,
"11:30-12:30pm Total:",2,,,1,,,,,,2,,,
12:30-1:00,,,,,,,,,,1,,,
1:00-1:30,3,1,,,,,,,,,,,
"12:30-1:30pm Total:",3,1,,,,,,,,1,,,
"11:30-1:30pm Total:",5,1,,1,,,,,,3,,,
"Total # of Bikes EB: ",,7,,,,,,"Total # of Bikes WB: ",,,3,,
,,,,,,,,,,,,,
,,,"Total # of Bikes Counted (11:30-1:30pm): ",,,,,,25,,,,
,,,,,,,,,,,,,
"Field Observations:",,,,,,,,,,,,,
