,,,,,,,,"Turning Movement Report",,,,,,,,,,,,,
,,,,"Metro Traffic Data Inc.",,,,,,,,,,,,,,,,,
,,,,"310 N. Irwin Street - Suite 20",,,,,,,,,,,,,,,,,
,,,,"Hanford, CA 93230",,,,,,,,,,,"Prepared For:",,,,,,"Debbie Yueh"
,,,,,,,,,,,,,,,,,,,,,"Kittelson & Associates, Inc."
,,,,"800-975-6938  Phone/Fax",,,,,,,,,,,,,,,,,"155 Grand Avenue, Suite 900"
,,,,www.metrotrafficdata.com,,,,,,,,,,,,,,,,,"Oakland, CA 94612"
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,LOCATION,"Telegraph Avenue @ William Street",,,,,,,,,LATITUDE," 37.808934°",,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,COUNTY,Alameda,,,,,,,,,LONGITUDE,-122.269754°,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,"COLLECTION DATE",2014/06/05,,,,,,,,,WEATHER,"Sunny and Clear",,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,"Northbound Vehicles",,,"N-Leg Peds",,"Southbound Vehicles",,,"S-Leg Peds",,"Eastbound Vehicles",,,"E-Leg Peds",,"Westbound Vehicles",,,"W-Leg Peds",
,Time,Left,Thru,Right,,,Left,Thru,Right,,,Left,Thru,Right,,,Left,Thru,Right,,
,"7:00 AM - 7:15 AM",1,13,0,6,,0,24,0,0,,0,0,1,0,,0,0,0,2,
,"7:15 AM - 7:30 AM",0,47,0,5,,0,35,1,1,,0,0,2,0,,0,0,0,3,
,"7:30 AM - 7:45 AM",2,44,0,14,,0,43,1,10,,0,0,5,0,,0,0,0,4,
,"7:45 AM - 8:00 AM",0,93,0,9,,0,73,4,4,,2,0,1,0,,0,0,0,2,
,"8:00 AM - 8:15 AM",1,67,0,13,,0,64,2,3,,1,0,3,0,,0,0,0,1,
,"8:15 AM - 8:30 AM",1,52,0,8,,0,53,1,1,,0,0,0,0,,0,0,0,7,
,"8:30 AM - 8:45 AM",2,53,0,11,,0,67,0,4,,1,0,1,0,,0,0,0,18,
,"8:45 AM - 9:00 AM",2,63,0,8,,0,58,2,3,,0,0,0,0,,0,0,0,12,
,TOTAL,9,432,0,74,,0,417,11,26,,4,0,13,0,,0,0,0,49,
,,,,,,,,,,,,,,,,,,,,,
,,"Northbound Bicyclists",,,,,"Southbound Bicyclists",,,,,"Eastbound Bicyclists",,,,,"Westbound Bicyclists",,,,
,Time,Left,Thru,Right,SW,Bus,Left,Thru,Right,SW,Bus,Left,Thru,Right,SW,Bus,Left,Thru,Right,SW,Bus
,"7:00 AM - 7:15 AM",0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
,"7:15 AM - 7:30 AM",0,2,0,0,0,0,3,1,0,0,0,0,1,0,0,0,0,0,0,0
,"7:30 AM - 7:45 AM",0,6,0,1,0,0,6,0,1,0,2,0,0,0,0,0,0,0,0,0
,"7:45 AM - 8:00 AM",0,1,0,1,0,0,10,0,0,0,0,0,2,0,0,0,0,0,0,0
,"8:00 AM - 8:15 AM",0,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0
,"8:15 AM - 8:30 AM",0,2,0,1,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0
,"8:30 AM - 8:45 AM",0,3,0,0,0,0,10,0,0,0,1,0,0,0,0,0,0,0,0,0
,"8:45 AM - 9:00 AM",0,2,0,1,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0
,TOTAL,0,20,0,4,0,0,70,1,1,0,3,0,3,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,
,,"Northbound Vehicles",,,"N-Leg Peds",,"Southbound Vehicles",,,"S-Leg Peds",,"Eastbound Vehicles",,,"E-Leg Peds",,"Westbound Vehicles",,,"W-Leg Peds",
,"PEAK HOUR",Left,Thru,Right,,,Left,Thru,Right,,,Left,Thru,Right,,,Left,Thru,Right,,
,"7:45 AM - 8:45 AM",4,265,0,41,,0,257,7,12,,4,0,5,0,,0,0,0,28,
,,"Northbound Bicyclists",,,,,"Southbound Bicyclists",,,,,"Eastbound Bicyclists",,,,,"Westbound Bicyclists",,,,
,"PEAK HOUR",Left,Thru,Right,SW,Bus,Left,Thru,Right,SW,Bus,Left,Thru,Right,SW,Bus,Left,Thru,Right,SW,Bus
,"7:45 AM - 8:45 AM",0,9,0,2,0,0,44,0,0,0,1,0,2,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,
,,PHF,,,,,,"Telegraph Avenue",,,,,,,,,,,,,
,AM,0.78323699421965,,,,,,Veh,7,257,0,"Peds <>",,,,,,,,,
,,,,,,,,Bikes,0,44,0,41,,,,,,,,,
,,,,,,"Peds <>",28,,,,,,Bikes,Veh,,,,,,,
,,,,,,4,1,,,,,,0,0,,,,,,,
,,"William Street",,,,0,0,,,,,,0,0,,,,,,,
,,,,,,5,2,,,,,,0,0,,,,,,,
,,,,,,Veh,Bikes,"Peds <>",,,,,0,"Peds <>",,,,,,,
,,,,,,,,12,0,9,0,Bikes,,,,,,,,,
,,,,,,,,,4,265,0,Veh,,,,,,,,,
,,,,,,,,"Telegraph Avenue",,,,,,,,,,,,,
