,"Northbound: ",,,,,,,"Southbound: Newton Avenue",,,,,
Time,"Right Turn","Left Turn",Through,"Bikes on Sidewalk","Bikes on Buses",Peds,,"Right Turn","Left Turn",Through,"Bikes on Sidewalk","Bikes on Buses",Peds
11:30-12:00,,,,,,,,,,,,,
12:00-12:30,,,,,,,,,,,,,
"11:30-12:30pm Total:",,,,,,,,,,,,,
12:30-1:00,,,,,,,,,1,,,,
1:00-1:30,,,,,,,,1,1,,,,
"12:30-1:30pm Total:",,,,,,,,1,2,,,,
"11:30-1:30pm Total:",,,,,,,,1,2,,,,
"Total # of Bikes NB: ",,,,,,,,"Total # of Bikes SB: ",,,3,,
,,,,,,,,,,,,,
,"Eastbound: Park Blvd",,,,,,,"Westbound: Park Blvd",,,,,
Time,"Right Turn","Left Turn",Through,"Bikes on Sidewalk","Bikes on Buses",Peds,,"Right Turn","Left Turn",Through,"Bikes on Sidewalk","Bikes on Buses",Peds
11:30-12:00,,,3,,1,,,,,4,,,
12:00-12:30,,,,1,1,,,,,1,,,
"11:30-12:30pm Total:",,,3,1,2,,,,,5,,,
12:30-1:00,,,2,,1,,,,,2,1,,
1:00-1:30,,,1,,,,,1,,2,,,
"12:30-1:30pm Total:",,,3,,1,,,1,,4,1,,
"11:30-1:30pm Total:",,,6,1,3,,,1,,9,1,,
"Total # of Bikes EB: ",,10,,,,,,"Total # of Bikes WB: ",,,11,,
,,,,,,,,,,,,,
,,,"Total # of Bikes Counted (11:30-1:30 pm): ",,,,,,24,,,,
,,,,,,,,,,,,,
"Field Observations:",,,,,,,,,,,,,
