,,,,,,,,"Turning Movement Report",,,,,,,,,,,,,
,,,,"Metro Traffic Data Inc.",,,,,,,,,,,,,,,,,
,,,,"310 N. Irwin Street - Suite 20",,,,,,,,,,,,,,,,,
,,,,"Hanford, CA 93230",,,,,,,,,,,"Prepared For:",,,,,,"Debbie Yueh"
,,,,,,,,,,,,,,,,,,,,,"Kittelson Associates, Inc."
,,,,"800-975-6938  Phone/Fax",,,,,,,,,,,,,,,,,"180 Grand Avenue, Suite 250"
,,,,www.metrotrafficdata.com,,,,,,,,,,,,,,,,,"Oakland, CA 94612"
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,LOCATION,"Skyline Boulevard @ Joaquin Miller Road",,,,,,,,,LATITUDE," 37.804917°",,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,COUNTY,Alameda,,,,,,,,,LONGITUDE,-122.179260°,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,"COLLECTION DATE",2012/09/15,,,,,,,,,WEATHER,"Sunny and Clear",,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,"Northbound Vehicles",,,"N-Leg Peds",,"Southbound Vehicles",,,"S-Leg Peds",,"Eastbound Vehicles",,,"E-Leg Peds",,"Westbound Vehicles",,,"W-Leg Peds",
,Time,Left,Thru,Right,,,Left,Thru,Right,,,Left,Thru,Right,,,Left,Thru,Right,,
,"10:00 AM - 10:15 AM",0,0,0,1,,3,0,7,0,,22,17,0,0,,0,26,10,2,
,"10:15 AM - 10:30 AM",0,0,0,0,,6,0,10,0,,10,26,0,0,,1,23,8,0,
,"10:30 AM - 10:45 AM",0,0,0,0,,4,0,10,0,,14,23,0,0,,1,38,8,0,
,"10:45 AM - 11:00 AM",0,0,0,0,,10,0,13,0,,17,13,0,0,,0,20,15,1,
,"11:00 AM - 11:15 AM",0,0,0,0,,8,0,10,0,,19,21,0,0,,0,31,17,0,
,"11:15 AM - 11:30 AM",0,0,0,0,,9,0,13,0,,27,26,0,0,,0,29,17,0,
,"11:30 AM - 11:45 AM",0,0,0,0,,13,0,7,0,,18,36,0,0,,1,29,6,0,
,"11:45 AM - 12:00 PM",0,0,0,0,,7,0,8,0,,26,26,0,0,,1,34,18,0,
,TOTAL,0,0,0,1,,60,0,78,0,,153,188,0,0,,4,230,99,3,
,,,,,,,,,,,,,,,,,,,,,
,,"Northbound Bicyclists",,,,,"Southbound Bicyclists",,,,,"Eastbound Bicyclists",,,,,"Westbound Bicyclists",,,,
,Time,Left,Thru,Right,SW,Bus,Left,Thru,Right,SW,Bus,Left,Thru,Right,SW,Bus,Left,Thru,Right,SW,Bus
,"10:00 AM - 10:15 AM",0,0,0,0,0,9,0,2,0,0,1,2,0,0,0,0,2,0,0,0
,"10:15 AM - 10:30 AM",0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,1,1,0,0
,"10:30 AM - 10:45 AM",0,0,0,0,0,23,0,3,0,0,1,3,0,0,0,0,0,1,0,0
,"10:45 AM - 11:00 AM",0,0,0,0,0,7,0,2,0,0,1,2,0,0,0,0,0,3,0,0
,"11:00 AM - 11:15 AM",0,0,0,0,0,8,0,2,0,0,1,0,0,0,0,0,0,7,0,0
,"11:15 AM - 11:30 AM",0,0,0,0,0,8,0,2,0,0,1,4,0,0,0,0,0,2,0,0
,"11:30 AM - 11:45 AM",0,0,0,0,0,10,0,2,0,0,2,0,0,0,0,0,6,0,0,0
,"11:45 AM - 12:00 PM",0,0,0,0,0,8,0,7,0,0,0,0,0,0,0,0,2,0,0,0
,TOTAL,0,0,0,0,0,83,0,20,0,0,7,11,0,0,0,0,11,14,0,0
,,,,,,,,,,,,,,,,,,,,,
,,"Northbound Vehicles",,,"N-Leg Peds",,"Southbound Vehicles",,,"S-Leg Peds",,"Eastbound Vehicles",,,"E-Leg Peds",,"Westbound Vehicles",,,"W-Leg Peds",
,"PEAK HOUR",Left,Thru,Right,,,Left,Thru,Right,,,Left,Thru,Right,,,Left,Thru,Right,,
,"11:00 AM - 12:00 PM",0,0,0,0,,37,0,38,0,,90,109,0,0,,2,123,58,0,
,,"Northbound Bicyclists",,,,,"Southbound Bicyclists",,,,,"Eastbound Bicyclists",,,,,"Westbound Bicyclists",,,,
,"PEAK HOUR",Left,Thru,Right,SW,Bus,Left,Thru,Right,SW,Bus,Left,Thru,Right,SW,Bus,Left,Thru,Right,SW,Bus
,"11:00 AM - 12:00 PM",0,0,0,0,0,34,0,13,0,0,4,4,0,0,0,0,8,9,0,0
,,,,,,,,,,,,,,,,,,,,,
,,PHF,,,,,,"Skyline Boulevard",,,,,,,,,,,,,
,AM,0.94421487603306,,,,,,Veh,38,0,37,,,,,,,,,,
,,,,,,,,Bikes,13,0,34,,,,,,,,,,
,,,,,,,,,,,,,Bikes,Veh,,,,,,,
,,,,,,90,4,,,,,,9,58,,,,,,,
,,"Joaquin Miller Road",,,,109,4,,,,,,8,123,"Skyline Boulevard",,,,,,
,,,,,,0,0,,,,,,0,2,,,,,,,
,,,,,,Veh,Bikes,,,,,,,,,,,,,,
,,,,,,,,,0,0,0,Bikes,,,,,,,,,
,,,,,,,,,0,0,0,Veh,,,,,,,,,
