,"Northbound: San Pablo Avenue",,,,,,,"Southbound: San Pablo Avenue",,,,,
Time,"Right Turn","Left Turn",Through,"Bikes on Sidewalk","Bikes on Buses",Peds,,"Right Turn","Left Turn",Through,"Bikes on Sidewalk","Bikes on Buses",Peds
11:30-12:00,,,2,9,,,,,,2,3,,
12:00-12:30,1,,,4,,,,,,2,3,,
"11:30-12:30pm Total:",1,,2,13,,,,,,4,6,,
12:30-1:00,,,3,2,,,,,,3,,,
1:00-1:30,,,5,2,,,,,,4,4,,
"12:30-1:30pm Total:",,,8,4,,,,,,7,4,,
"11:30-1:30 pm Total:",1,,10,17,,,,,,11,10,,
"Total # of Bikes NB: ",,28,,,,,,"Total # of Bikes SB: ",,,21,,
,,,,,,,,,,,,,
,"Eastbound: 34th Street ",,,,,,,"Westbound: 34th Street",,,,,
Time,"Right Turn","Left Turn",Through,"Bikes on Sidewalk","Bikes on Buses",Peds,,"Right Turn","Left Turn",Through,"Bikes on Sidewalk","Bikes on Buses",Peds
11:30-12:00,,,1,,,,,,,,,,
12:00-12:30,,,1,,,,,,,2,,,
"11:30-12:30pm Total:",,,2,,,,,,,2,,,
12:30-1:00,,,,,,,,,,1,,,
1:00-1:30,,,,,,,,,,1,,,
"12:30-1:30pm Total:",,,,,,,,,,2,,,
"11:30-1:30 pm Total:",,,2,,,,,,,4,,,
"Total # of Bikes EB: ",,2,,,,,,"Total # of Bikes WB: ",,,4,,
,,,,,,,,,,,,,
,,,"Total # of Bikes Counted (11:30-1:30 pm): ",,,,,,55,,,,
,,,,,,,,,,,,,
"Field Observations:",,,,,,,,,,,,,
