,,,,,,,,"Turning Movement Report",,,,,,,,,,,,,
,,,,"Metro Traffic Data Inc.",,,,,,,,,,,,,,,,,
,,,,"310 N. Irwin Street - Suite 20",,,,,,,,,,,,,,,,,
,,,,"Hanford, CA 93230",,,,,,,,,,,"Prepared For:",,,,,,"Debbie Yueh"
,,,,,,,,,,,,,,,,,,,,,"Kittelson Associates, Inc."
,,,,"800-975-6938  Phone/Fax",,,,,,,,,,,,,,,,,"180 Grand Avenue, Suite 250"
,,,,www.metrotrafficdata.com,,,,,,,,,,,,,,,,,"Oakland, CA 94612"
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,LOCATION,"Foothill Boulevard @ 16th Avenue",,,,,,,,,LATITUDE," 37.789977°",,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,COUNTY,Alameda,,,,,,,,,LONGITUDE,-122.242625°,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,"COLLECTION DATE",2012/09/12,,,,,,,,,WEATHER,"Sunny and Clear",,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,"Northbound Vehicles",,,"N-Leg Peds",,"Southbound Vehicles",,,"S-Leg Peds",,"Eastbound Vehicles",,,"E-Leg Peds",,"Westbound Vehicles",,,"W-Leg Peds",
,Time,Left,Thru,Right,,,Left,Thru,Right,,,Left,Thru,Right,,,Left,Thru,Right,,
,"4:00 PM - 4:15 PM",2,9,11,0,,2,6,3,2,,4,46,3,4,,5,47,1,0,
,"4:15 PM - 4:30 PM",4,7,8,0,,4,5,4,8,,1,57,2,6,,7,50,12,1,
,"4:30 PM - 4:45 PM",2,11,8,1,,0,6,3,1,,0,53,0,9,,6,54,5,1,
,"4:45 PM - 5:00 PM",7,5,7,1,,2,3,4,2,,2,57,1,0,,4,66,7,2,
,"5:00 PM - 5:15 PM",10,9,12,1,,3,4,2,2,,2,63,0,4,,1,47,5,0,
,"5:15 PM - 5:30 PM",3,8,11,0,,9,12,1,5,,4,57,6,5,,4,57,7,0,
,"5:30 PM - 5:45 PM",3,13,10,0,,0,8,2,4,,2,54,2,4,,7,46,7,0,
,"5:45 PM - 6:00 PM",0,13,14,0,,4,5,3,0,,0,52,2,1,,13,54,9,4,
,TOTAL,31,75,81,3,,24,49,22,24,,15,439,16,33,,47,421,53,8,
,,,,,,,,,,,,,,,,,,,,,
,,"Northbound Bicyclists",,,,,"Southbound Bicyclists",,,,,"Eastbound Bicyclists",,,,,"Westbound Bicyclists",,,,
,Time,Left,Thru,Right,SW,Bus,Left,Thru,Right,SW,Bus,Left,Thru,Right,SW,Bus,Left,Thru,Right,SW,Bus
,"4:00 PM - 4:15 PM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,"4:15 PM - 4:30 PM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,"4:30 PM - 4:45 PM",1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,0,0,0
,"4:45 PM - 5:00 PM",0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
,"5:00 PM - 5:15 PM",0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,0,0,0
,"5:15 PM - 5:30 PM",0,2,0,0,0,0,1,0,1,0,0,2,0,0,0,0,3,0,0,0
,"5:30 PM - 5:45 PM",0,2,0,0,0,0,3,1,1,0,0,2,0,0,0,0,0,0,0,0
,"5:45 PM - 6:00 PM",0,1,0,0,0,0,1,0,0,0,0,8,0,2,0,0,2,0,0,0
,TOTAL,1,6,0,0,0,0,5,1,2,0,0,17,0,2,1,0,9,0,0,0
,,,,,,,,,,,,,,,,,,,,,
,,"Northbound Vehicles",,,"N-Leg Peds",,"Southbound Vehicles",,,"S-Leg Peds",,"Eastbound Vehicles",,,"E-Leg Peds",,"Westbound Vehicles",,,"W-Leg Peds",
,"PEAK HOUR",Left,Thru,Right,,,Left,Thru,Right,,,Left,Thru,Right,,,Left,Thru,Right,,
,"5:00 PM - 6:00 PM",16,43,47,1,,16,29,8,11,,8,226,10,14,,25,204,28,4,
,,"Northbound Bicyclists",,,,,"Southbound Bicyclists",,,,,"Eastbound Bicyclists",,,,,"Westbound Bicyclists",,,,
,"PEAK HOUR",Left,Thru,Right,SW,Bus,Left,Thru,Right,SW,Bus,Left,Thru,Right,SW,Bus,Left,Thru,Right,SW,Bus
,"5:00 PM - 6:00 PM",0,5,0,0,0,0,5,1,2,0,0,15,0,2,0,0,7,0,0,0
,,,,,,,,,,,,,,,,,,,,,
,,PHF,,,,,,"16th Avenue",,,,,,,,,,,,,
,AM,0.92178770949721,,,,,,Veh,8,29,16,,,,,,,,,,
,,,,,,,,Bikes,1,5,0,,,,,,,,,,
,,,,,,,,,,,,,Bikes,Veh,,,,,,,
,,,,,,8,0,,,,,,0,28,,,,,,,
,,"Foothill Boulevard",,,,226,15,,,,,,7,204,"Foothill Boulevard",,,,,,
,,,,,,10,0,,,,,,0,25,,,,,,,
,,,,,,Veh,Bikes,,,,,,,,,,,,,,
,,,,,,,,,0,5,0,Bikes,,,,,,,,,
,,,,,,,,,16,43,47,Veh,,,,,,,,,
,,,,,,,,"16th Avenue",,,,,,,,,,,,,
