,"MacArthur Eastbound",,,,,,,"MacArthur Westbound",,,,,
Time,"Right Turn","Left Turn",Through,"Bikes on Sidewalk","Bikes on Buses",Peds,,"Right Turn","Left Turn",Through,"Bikes on Sidewalk","Bikes on Buses",Peds
4:00-4:30,,,1,,,1,,,,1,,,8
4:30-5:00,1,,,,,14,,,,,,1,5
"4-5pm Totals:",1,,1,,,15,,,,1,,1,13
5:00-5:30,,,1,,,9,,,,3,,1,3
5:30-6:00,,,5,,4,9,,,,2,,,3
"5-6 pm Totals",,,6,,4,18,,,,5,,1,6
"4-6 pm Totals",1,,7,,4,33,,,,6,,2,19
"Total # of Bikes NB: ",,12,,,,,,"Total # of Bikes SB: ",,,8,,
,,,,,,,,,,,,,
,"Athol Northbound",,,,,,,N/A,,,,,
Time,"Right Turn","Left Turn",Through,"Bikes on Sidewalk","Bikes on Buses",Peds,,"Right Turn","Left Turn",Through,"Bikes on Sidewalk","Bikes on Buses",Peds
4:00-4:30,,,,,,3,,,,,,,
4:30-5:00,,,,,,,,,,,,,
"4-5pm Totals:",,,,,,3,,,,,,,
5:00-5:30,,,,,,1,,,,,,,
5:30-6:00,,,,,,3,,,,,,,
"5-6 pm Totals",,,,,,4,,,,,,,
"4-6 pm Totals",,,,,,7,,,,,,,
"Total # of Bikes EB: ",,,,,,,,"Total # of Bikes WB: ",,,,,
,,,,,,,,,,,,,
,,,,"Total # of Bikes Counted (4-6 pm): ",,,,,20,,,,
,,,,,,,,,,,,,
"Field Observations:",,,,"Total # of Bikes On-Street (4-6): ",,,,,14,,,,
